epsilon,dataset_size,mse,result,time
2.0,2000,5.121102809906006,5.121102809906006,20.902341604232788
2.0,2000,5.091045379638672,5.091045379638672,22.20163083076477
2.5,2000,4.6954665184021,4.6954665184021,20.78377413749695
2.5,2000,4.870680332183838,4.870680332183838,21.93066620826721
2.5,2000,5.12738847732544,5.12738847732544,20.78077220916748
2.5,2000,4.895508289337158,4.895508289337158,20.57794570922852
2.5,2000,5.356573104858398,5.356573104858398,20.821251153945926
2.25,2000,4.926771640777588,4.926771640777588,20.61947512626648
2.25,2000,5.078361034393311,5.078361034393311,21.881049871444702
2.25,2000,4.820211410522461,4.820211410522461,21.12620520591736
2.25,2000,4.968222618103027,4.968222618103027,21.88916039466858
2.25,2000,5.183454990386963,5.183454990386963,22.259328603744507
2.75,2000,5.0011258125305185,5.0011258125305185,21.062932491302487
2.75,2000,4.783979415893555,4.783979415893555,20.52907657623291
2.75,2000,4.8327674865722665,4.8327674865722665,21.9160635471344
2.75,2000,4.8620686531066895,4.8620686531066895,20.95775532722473
2.75,2000,4.835644721984863,4.835644721984863,21.087686777114868
3.0,2000,4.8702168464660645,4.8702168464660645,21.87518048286438
3.0,2000,5.09694242477417,5.09694242477417,20.779141664505005
3.0,2000,4.803023338317871,4.803023338317871,20.731404304504395
3.0,2000,4.7003350257873535,4.7003350257873535,21.898513793945312
3.0,2000,4.974347114562988,4.974347114562988,21.24881219863892
-1.0,3000,5.7317867279052725,5.7317867279052725,25.12185907363892
0.1,3000,50.3443374633789,50.3443374633789,30.724254369735718
0.1,3000,57.3492317199707,57.3492317199707,30.596971035003662
0.1,3000,16.560888290405273,16.560888290405273,30.584559440612797
0.1,3000,25.42030143737793,25.42030143737793,30.8245267868042
0.1,3000,21.51728820800781,21.51728820800781,30.73725509643555
0.25,3000,9.819164276123047,9.819164276123047,42.368052244186394
0.25,3000,6.815517902374268,6.815517902374268,30.585572004318237
0.25,3000,10.714105606079102,10.714105606079102,30.194060564041138
0.25,3000,11.77489948272705,11.77489948272705,42.7309136390686
0.25,3000,13.205084800720215,13.205084800720215,29.96350121498108
0.5,3000,6.581625938415527,6.581625938415527,30.38030314445496
0.5,3000,6.10545539855957,6.10545539855957,30.23916411399841
0.5,3000,6.5944504737854,6.5944504737854,30.231859922409054
0.5,3000,6.297320365905763,6.297320365905763,42.683286905288696
0.5,3000,6.911550998687744,6.911550998687744,30.300720930099487
0.75,3000,5.792430400848389,5.792430400848389,30.123656749725342
0.75,3000,5.839832305908202,5.839832305908202,30.786892890930176
0.75,3000,6.395430564880371,6.395430564880371,30.75701236724853
0.75,3000,5.868706226348878,5.868706226348878,35.91325807571411
0.75,3000,6.412646293640138,6.412646293640138,42.374930143356316
1.0,3000,6.169520854949951,6.169520854949951,30.39433217048645
1.0,3000,6.076040267944336,6.076040267944336,30.116047620773315
1.0,3000,5.807826519012451,5.807826519012451,30.19759249687195
1.0,3000,6.149325370788574,6.149325370788574,30.38541412353516
1.0,3000,6.023585796356201,6.023585796356201,30.29723334312439
1.75,3000,5.749903202056885,5.749903202056885,42.348661184310906
1.75,3000,5.702491283416747,5.702491283416747,42.43167281150818
1.75,3000,5.822871208190918,5.822871208190918,30.245360851287842
1.75,3000,5.78044319152832,5.78044319152832,30.629906177520752
1.75,3000,6.027140140533447,6.027140140533447,30.20781826972961
1.25,3000,6.009443759918213,6.009443759918213,30.083794355392453
1.25,3000,5.940530300140381,5.940530300140381,42.43050312995911
1.25,3000,6.004576206207275,6.004576206207275,30.086917400360107
1.25,3000,6.030097961425781,6.030097961425781,30.62388586997986
1.25,3000,5.838025093078612,5.838025093078612,42.34178161621094
1.5,3000,5.80154275894165,5.80154275894165,30.30476665496826
1.5,3000,5.910914897918701,5.910914897918701,30.56132483482361
1.5,3000,5.989716053009032,5.989716053009032,30.70782732963562
1.5,3000,5.921840190887451,5.921840190887451,30.74192476272583
1.5,3000,5.856152534484862,5.856152534484862,30.094330310821533
2.0,3000,5.676159381866455,5.676159381866455,30.365750551223755
2.0,3000,5.813325881958008,5.813325881958008,30.39583706855774
2.0,3000,5.899706840515138,5.899706840515138,30.111130952835087
2.0,3000,5.817821025848389,5.817821025848389,42.37121605873108
2.0,3000,5.80748176574707,5.80748176574707,30.22816133499145
2.75,3000,5.869438648223878,5.869438648223878,30.18399262428284
2.75,3000,5.878152847290039,5.878152847290039,30.48400115966797
2.75,3000,5.764613151550293,5.764613151550293,30.151907205581665
2.75,3000,5.8857059478759775,5.8857059478759775,30.26150345802307
2.75,3000,5.740540027618407,5.740540027618407,30.785856008529663
2.25,3000,5.722689151763916,5.722689151763916,30.24774670600891
2.25,3000,5.741141319274902,5.741141319274902,42.3501160144806
2.25,3000,5.6451783180236825,5.6451783180236825,30.44445276260376
2.25,3000,5.838602542877197,5.838602542877197,30.33551001548767
2.25,3000,5.869710922241211,5.869710922241211,30.560242414474487
3.0,3000,5.930830478668213,5.930830478668213,30.856408834457397
3.0,3000,5.746054649353027,5.746054649353027,42.43379116058349
3.0,3000,5.779869079589844,5.779869079589844,30.687888145446774
3.0,3000,5.859467029571532,5.859467029571532,30.54757595062256
3.0,3000,5.7708048820495605,5.7708048820495605,30.401211738586426
2.5,3000,5.934796333312987,5.934796333312987,30.32119607925415
2.5,3000,5.7717018127441415,5.7717018127441415,30.483590364456177
2.5,3000,5.809953689575195,5.809953689575195,30.388203620910645
2.5,3000,5.841540336608888,5.841540336608888,30.665442943572998
2.5,3000,5.856826305389403,5.856826305389403,30.152002573013306
-1.0,4000,10.260534286499023,10.260534286499023,32.82219886779785
0.1,4000,27.991382598876953,27.991382598876953,39.38473653793335
0.1,4000,19.54348564147949,19.54348564147949,40.05642461776733
0.1,4000,29.14318084716797,29.14318084716797,42.76088500022888
0.1,4000,22.51424598693848,22.51424598693848,40.233202934265144
0.1,4000,33.575279235839844,33.575279235839844,40.46145462989807
0.5,4000,12.617055892944336,12.617055892944336,40.638519287109375
0.5,4000,11.320334434509276,11.320334434509276,39.754563331604
0.5,4000,11.988935470581055,11.988935470581055,40.008432388305664
0.5,4000,11.693078994750975,11.693078994750975,39.92991638183594
0.5,4000,10.481605529785156,10.481605529785156,40.297490119934075
0.25,4000,11.648670196533205,11.648670196533205,42.39266037940979
0.25,4000,11.421680450439453,11.421680450439453,40.144144535064704
0.25,4000,11.388520240783693,11.388520240783693,42.373194932937615
0.25,4000,11.355332374572756,11.355332374572756,40.16791367530823
0.25,4000,13.02747917175293,13.02747917175293,39.91234970092773
0.75,4000,10.969533920288086,10.969533920288086,42.39563250541686
0.75,4000,11.279767990112305,11.279767990112305,39.637522459030144
0.75,4000,11.42557144165039,11.42557144165039,40.60313868522643
0.75,4000,10.613722801208496,10.613722801208496,39.98855066299439
0.75,4000,10.251177787780762,10.251177787780762,42.36928415298462
1.0,4000,11.008779525756836,11.008779525756836,40.103851318359375
1.0,4000,11.447242736816404,11.447242736816404,42.43747973442077
1.0,4000,10.891602516174316,10.891602516174316,39.96981692314147
1.0,4000,10.537513732910156,10.537513732910156,40.01158070564271
1.0,4000,10.988831520080566,10.988831520080566,42.44998431205749
1.25,4000,10.8028564453125,10.8028564453125,42.37106728553772
1.25,4000,10.723505973815918,10.723505973815918,40.43327784538268
1.25,4000,10.620258331298828,10.620258331298828,40.22728490829468
1.25,4000,10.98733901977539,10.98733901977539,42.37669324874878
1.25,4000,10.700671195983887,10.700671195983887,39.79656958580017
1.5,4000,10.61261749267578,10.61261749267578,39.59187078475952
1.5,4000,10.841156005859377,10.841156005859377,42.666638612747185
1.5,4000,10.800217628479004,10.800217628479004,40.203093767166145
1.5,4000,11.000711441040039,11.000711441040039,40.12943053245544
1.5,4000,11.378063201904295,11.378063201904295,83.340119600296
1.75,4000,10.623193740844727,10.623193740844727,40.30006217956543
1.75,4000,10.75285530090332,10.75285530090332,40.5050835609436
1.75,4000,10.36421012878418,10.36421012878418,39.985384225845344
1.75,4000,10.342503547668457,10.342503547668457,42.431164979934685
1.75,4000,10.66927719116211,10.66927719116211,40.1341118812561
2.0,4000,10.587207794189453,10.587207794189453,40.10515213012695
2.0,4000,10.710240364074707,10.710240364074707,40.59725570678711
2.0,4000,10.554030418395996,10.554030418395996,40.00444388389587
2.0,4000,10.991495132446287,10.991495132446287,40.36709785461426
2.0,4000,10.559240341186523,10.559240341186523,39.575074672698975
2.25,4000,10.64401626586914,10.64401626586914,40.456863164901726
2.25,4000,10.790868759155273,10.790868759155273,40.64717149734497
2.25,4000,10.628559112548828,10.628559112548828,40.51695346832275
2.25,4000,10.628255844116213,10.628255844116213,42.370022296905525
2.25,4000,10.684317588806152,10.684317588806152,39.927151203155525
2.5,4000,10.45881462097168,10.45881462097168,39.83601951599121
2.5,4000,10.766922950744627,10.766922950744627,40.54390573501587
2.5,4000,10.67778778076172,10.67778778076172,39.83763122558594
2.5,4000,10.685935974121094,10.685935974121094,42.41779494285584
2.5,4000,11.000518798828123,11.000518798828123,42.364171504974365
3.0,4000,10.441567420959473,10.441567420959473,39.965315818786614
3.0,4000,10.662859916687012,10.662859916687012,40.36452722549439
3.0,4000,10.664443016052246,10.664443016052246,40.16069197654724
3.0,4000,10.9249906539917,10.9249906539917,39.77063989639282
3.0,4000,10.865906715393066,10.865906715393066,40.02869701385497
2.75,4000,10.706557273864746,10.706557273864746,42.43990707397461
2.75,4000,10.791875839233398,10.791875839233398,40.4662766456604
2.75,4000,10.997730255126953,10.997730255126953,42.41408586502075
2.75,4000,10.21985912322998,10.21985912322998,39.931301593780525
2.75,4000,10.518563270568848,10.518563270568848,42.43141531944275
-1.0,5000,11.923314094543455,11.923314094543455,40.75311398506165
0.1,5000,21.532981872558594,21.532981872558594,50.021729469299316
0.1,5000,27.3336124420166,27.3336124420166,49.693381786346436
0.1,5000,30.438220977783203,30.438220977783203,49.49726295471192
0.1,5000,46.79975509643555,46.79975509643555,49.589325189590454
0.1,5000,22.71465110778809,22.71465110778809,49.508952379226685
0.25,5000,14.35483455657959,14.35483455657959,83.33337998390199
0.25,5000,14.941462516784668,14.941462516784668,49.62714385986328
0.25,5000,14.519207000732422,14.519207000732422,49.52525281906128
0.25,5000,12.845614433288574,12.845614433288574,49.90258622169495
0.25,5000,16.445858001708984,16.445858001708984,83.34369587898254
0.5,5000,12.672926902770994,12.672926902770994,83.6902916431427
0.5,5000,12.478181838989258,12.478181838989258,49.83626770973206
0.5,5000,13.185662269592285,13.185662269592285,49.95552945137024
0.5,5000,12.619649887084961,12.619649887084961,49.870230913162224
0.5,5000,12.504305839538574,12.504305839538574,49.39707565307617
0.75,5000,12.62248706817627,12.62248706817627,50.109423398971565
0.75,5000,12.105347633361815,12.105347633361815,49.15257740020752
0.75,5000,12.159156799316404,12.159156799316404,83.38898611068727
0.75,5000,12.208345413208008,12.208345413208008,49.59854030609131
0.75,5000,12.313713073730467,12.313713073730467,49.44487500190735
1.25,5000,12.069513320922852,12.069513320922852,50.2308292388916
1.25,5000,12.15915584564209,12.15915584564209,49.946752071380615
1.25,5000,12.252928733825685,12.252928733825685,83.39390897750854
1.25,5000,12.227466583251953,12.227466583251953,83.39339756965637
1.25,5000,12.57723903656006,12.57723903656006,49.76966309547424
1.0,5000,12.188909530639648,12.188909530639648,50.05462312698364
1.0,5000,12.004226684570312,12.004226684570312,48.69360375404358
1.0,5000,12.074974060058596,12.074974060058596,49.72099685668945
1.0,5000,12.202383041381836,12.202383041381836,49.554627180099494
1.0,5000,12.291510581970215,12.291510581970215,49.91187524795532
1.5,5000,12.059493064880373,12.059493064880373,49.98848104476929
1.5,5000,12.186514854431152,12.186514854431152,83.41588234901428
1.5,5000,12.205365180969238,12.205365180969238,83.38863539695741
1.5,5000,12.069809913635256,12.069809913635256,49.93425488471985
1.5,5000,12.218795776367188,12.218795776367188,50.23046517372131
1.75,5000,12.078551292419435,12.078551292419435,83.66636204719543
1.75,5000,12.343791007995605,12.343791007995605,83.39495539665222
1.75,5000,12.478249549865724,12.478249549865724,49.72247838973999
1.75,5000,12.27978229522705,12.27978229522705,49.56661796569824
1.75,5000,12.169075965881348,12.169075965881348,83.3402888774872
2.25,5000,11.92067813873291,11.92067813873291,49.37462735176086
2.25,5000,12.091989517211914,12.091989517211914,54.71770215034485
2.25,5000,12.315617561340332,12.315617561340332,83.3889820575714
2.25,5000,12.162201881408693,12.162201881408693,83.40982508659363
2.25,5000,12.209424018859865,12.209424018859865,49.7078742980957
2.0,5000,12.102157592773438,12.102157592773438,49.46560573577881
2.0,5000,12.19628620147705,12.19628620147705,49.46726059913635
2.0,5000,11.99720287322998,11.99720287322998,83.37645030021667
2.0,5000,12.256925582885742,12.256925582885742,49.97056746482849
2.0,5000,12.06343936920166,12.06343936920166,49.8468132019043
2.5,5000,12.048561096191404,12.048561096191404,49.85671758651733
2.5,5000,12.139708518981935,12.139708518981935,49.842093706130974
2.5,5000,12.140191078186035,12.140191078186035,50.00563359260559
2.5,5000,12.206459045410154,12.206459045410154,83.3220660686493
2.5,5000,12.199345588684082,12.199345588684082,49.98493242263794
3.0,5000,12.297750473022461,12.297750473022461,83.6839997768402
3.0,5000,12.16919231414795,12.16919231414795,83.3262462615967
3.0,5000,12.024842262268065,12.024842262268065,49.940516233444214
3.0,5000,12.097400665283205,12.097400665283205,49.591084241867065
3.0,5000,12.215887069702148,12.215887069702148,50.025124311447144
2.75,5000,12.369844436645508,12.369844436645508,83.30268740653993
2.75,5000,11.974687576293945,11.974687576293945,49.78383231163025
2.75,5000,12.114825248718262,12.114825248718262,49.63339805603027
2.75,5000,12.254630088806152,12.254630088806152,83.3178448677063
2.75,5000,12.093396186828613,12.093396186828613,83.37902569770812
-1.0,5499,11.131051063537598,11.131051063537598,46.75311398506165
0.1,5499,29.88566780090332,29.88566780090332,63.609498023986816
0.1,5499,33.26830291748047,33.26830291748047,64.1176233291626
0.1,5499,27.07106971740723,27.07106971740723,63.737260580062866
0.1,5499,24.46564102172852,24.46564102172852,63.51426768302918
0.1,5499,17.683393478393555,17.683393478393555,64.23947048187256
0.25,5499,11.84628963470459,11.84628963470459,63.720932245254524
0.25,5499,11.470032691955565,11.470032691955565,63.26759362220764
0.25,5499,16.554317474365234,16.554317474365234,83.59059166908264
0.25,5499,12.123889923095705,12.123889923095705,83.89069294929504
0.25,5499,13.349069595336914,13.349069595336914,63.99103879928589
0.5,5499,11.67042636871338,11.67042636871338,62.9708776473999
0.5,5499,11.36283016204834,11.36283016204834,62.874741792678826
0.5,5499,11.946212768554688,11.946212768554688,63.847360134124756
0.5,5499,11.372861862182615,11.372861862182615,63.89776301383972
0.5,5499,12.250057220458984,12.250057220458984,62.9912474155426
1.25,5499,11.250852584838867,11.250852584838867,63.48240423202515
1.25,5499,11.293042182922365,11.293042182922365,64.27443647384644
1.25,5499,11.24140167236328,11.24140167236328,64.44660902023314
1.25,5499,11.274961471557615,11.274961471557615,64.18541169166565
1.25,5499,11.551499366760256,11.551499366760256,83.55906867980956
0.75,5499,11.567904472351074,11.567904472351074,63.590575456619256
0.75,5499,11.540624618530273,11.540624618530273,83.52573323249817
0.75,5499,11.675704956054688,11.675704956054688,64.1903190612793
0.75,5499,11.354239463806152,11.354239463806152,83.60237526893616
0.75,5499,11.356100082397461,11.356100082397461,63.128958225250244
1.0,5499,11.585301399230955,11.585301399230955,63.7871515750885
1.0,5499,11.496432304382324,11.496432304382324,63.42104935646057
1.0,5499,11.425726890563965,11.425726890563965,64.06684231758118
1.0,5499,11.435412406921387,11.435412406921387,63.47853469848633
1.0,5499,11.580023765563965,11.580023765563965,83.53482055664062
1.75,5499,11.162038803100586,11.162038803100586,63.27753734588623
1.75,5499,11.155497550964355,11.155497550964355,64.21359515190126
1.75,5499,11.448762893676758,11.448762893676758,69.08506894111632
1.75,5499,11.277158737182615,11.277158737182615,83.60378980636597
1.75,5499,11.201655387878418,11.201655387878418,63.13155746459961
2.25,5499,11.275254249572756,11.275254249572756,83.94437670707704
2.25,5499,11.396677017211914,11.396677017211914,63.23435926437378
2.25,5499,11.332521438598633,11.332521438598633,83.59337568283081
2.25,5499,11.268949508666992,11.268949508666992,64.01218891143799
2.25,5499,11.3001070022583,11.3001070022583,83.55920481681824
1.5,5499,11.056894302368164,11.056894302368164,83.84883952140808
1.5,5499,11.241607666015623,11.241607666015623,64.09338307380675
1.5,5499,11.301701545715332,11.301701545715332,83.5251111984253
1.5,5499,11.131970405578613,11.131970405578613,63.250964641571045
1.5,5499,11.202917098999023,11.202917098999023,63.632800579071045
2.0,5499,11.31689167022705,11.31689167022705,63.41619920730591
2.0,5499,11.497352600097654,11.497352600097654,63.245163202285774
2.0,5499,11.252105712890623,11.252105712890623,83.55220580101012
2.0,5499,11.318486213684082,11.318486213684082,62.973862886428826
2.0,5499,11.473581314086914,11.473581314086914,64.3661618232727
2.5,5499,11.254720687866213,11.254720687866213,63.83801865577698
2.5,5499,11.11352825164795,11.11352825164795,83.63298749923706
2.5,5499,11.205835342407227,11.205835342407227,63.7180278301239
2.5,5499,11.252257347106934,11.252257347106934,63.18380737304688
2.5,5499,11.413490295410154,11.413490295410154,83.60809993743895
3.0,5499,11.294452667236328,11.294452667236328,83.55203509330751
3.0,5499,11.143928527832033,11.143928527832033,83.59414553642274
3.0,5499,11.093605041503906,11.093605041503906,63.440613508224494
3.0,5499,11.187822341918944,11.187822341918944,63.79326152801514
3.0,5499,11.269430160522461,11.269430160522461,83.60339164733888
2.75,5499,11.285279273986815,11.285279273986815,62.84028577804565
2.75,5499,11.191571235656738,11.191571235656738,63.97501730918884
2.75,5499,11.272261619567873,11.272261619567873,64.31381535530089
2.75,5499,11.39616584777832,11.39616584777832,83.86351037025452
2.75,5499,11.275259017944336,11.275259017944336,63.58186483383179
