dataset_size,epsilon,result,evaluation_tool,tool,sd,query,time
3000,1.75,71.76399759181216,query,smartnoise_dpctgan,,sum_q3,
4000,1.75,78.32130446404705,query,smartnoise_dpctgan,,avg_insured,
4000,1.75,18.894046094750326,query,smartnoise_dpctgan,,avg_ppeducat,
4000,1.75,8.62223359345018,query,smartnoise_dpctgan,,avg_ppincimp,
4000,1.75,8.070807080708073,query,smartnoise_dpctgan,,avg_q1,
4000,1.75,80.68632636868554,query,smartnoise_dpctgan,,avg_q2,
4000,1.75,85.2198316183349,query,smartnoise_dpctgan,,avg_q3,
4000,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
4000,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
4000,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
4000,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
4000,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
4000,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
4000,1.75,801.8464275729457,query,smartnoise_dpctgan,,histogram_insured,
4000,1.75,83.85314922808432,query,smartnoise_dpctgan,,histogram_ppeducat,
4000,1.75,102.81658357006498,query,smartnoise_dpctgan,,histogram_ppincimp,
4000,1.75,87.32537609449216,query,smartnoise_dpctgan,,histogram_q1,
4000,1.75,310.52694330003135,query,smartnoise_dpctgan,,histogram_q2,
4000,1.75,117.89746840338724,query,smartnoise_dpctgan,,histogram_q3,
4000,1.75,78.32130446404705,query,smartnoise_dpctgan,,sum_insured,
4000,1.75,18.89404609475032,query,smartnoise_dpctgan,,sum_ppeducat,
4000,1.75,8.622233593450172,query,smartnoise_dpctgan,,sum_ppincimp,
4000,1.75,8.070807080708072,query,smartnoise_dpctgan,,sum_q1,
4000,1.75,80.68632636868554,query,smartnoise_dpctgan,,sum_q2,
4000,1.75,85.2198316183349,query,smartnoise_dpctgan,,sum_q3,
5000,1.75,16.745689655172423,query,smartnoise_dpctgan,,avg_insured,
5000,1.75,8.5429089966295,query,smartnoise_dpctgan,,avg_ppeducat,
5000,1.75,32.2426426784225,query,smartnoise_dpctgan,,avg_ppincimp,
5000,1.75,44.72995479419462,query,smartnoise_dpctgan,,avg_q1,
5000,1.75,43.59526372443487,query,smartnoise_dpctgan,,avg_q2,
5000,1.75,24.08149816025042,query,smartnoise_dpctgan,,avg_q3,
5000,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
5000,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
5000,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
5000,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
5000,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
5000,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
5000,1.75,153.0758731802715,query,smartnoise_dpctgan,,histogram_insured,
5000,1.75,125.73702268499447,query,smartnoise_dpctgan,,histogram_ppeducat,
5000,1.75,152.30468924870618,query,smartnoise_dpctgan,,histogram_ppincimp,
5000,1.75,326.1433242979273,query,smartnoise_dpctgan,,histogram_q1,
5000,1.75,388.9908525934227,query,smartnoise_dpctgan,,histogram_q2,
5000,1.75,1981.423966716683,query,smartnoise_dpctgan,,histogram_q3,
5000,1.75,16.745689655172413,query,smartnoise_dpctgan,,sum_insured,
5000,1.75,8.542908996629505,query,smartnoise_dpctgan,,sum_ppeducat,
5000,1.75,32.2426426784225,query,smartnoise_dpctgan,,sum_ppincimp,
5000,1.75,44.72995479419462,query,smartnoise_dpctgan,,sum_q1,
5000,1.75,43.59526372443487,query,smartnoise_dpctgan,,sum_q2,
5000,1.75,24.081498160250426,query,smartnoise_dpctgan,,sum_q3,
6000,1.75,83.90120786010455,query,smartnoise_dpctgan,,avg_insured,
6000,1.75,27.603089979327606,query,smartnoise_dpctgan,,avg_ppeducat,
6000,1.75,9.881398252184765,query,smartnoise_dpctgan,,avg_ppincimp,
6000,1.75,4.500164962058723,query,smartnoise_dpctgan,,avg_q1,
6000,1.75,44.76537318431077,query,smartnoise_dpctgan,,avg_q2,
6000,1.75,53.68055864430903,query,smartnoise_dpctgan,,avg_q3,
6000,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
6000,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
6000,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
6000,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
6000,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
6000,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
6000,1.75,728.8809348656152,query,smartnoise_dpctgan,,histogram_insured,
6000,1.75,156.9665205534841,query,smartnoise_dpctgan,,histogram_ppeducat,
6000,1.75,80.75306921861461,query,smartnoise_dpctgan,,histogram_ppincimp,
6000,1.75,117.86966843325672,query,smartnoise_dpctgan,,histogram_q1,
6000,1.75,1145.3706946034129,query,smartnoise_dpctgan,,histogram_q2,
6000,1.75,1371.526026271897,query,smartnoise_dpctgan,,histogram_q3,
6000,1.75,83.90120786010456,query,smartnoise_dpctgan,,sum_insured,
6000,1.75,27.603089979327606,query,smartnoise_dpctgan,,sum_ppeducat,
6000,1.75,9.881398252184768,query,smartnoise_dpctgan,,sum_ppincimp,
6000,1.75,4.500164962058727,query,smartnoise_dpctgan,,sum_q1,
6000,1.75,44.76537318431077,query,smartnoise_dpctgan,,sum_q2,
6000,1.75,53.68055864430903,query,smartnoise_dpctgan,,sum_q3,
7000,1.75,7.223511214230473,query,smartnoise_dpctgan,,avg_insured,
7000,1.75,15.014972861688197,query,smartnoise_dpctgan,,avg_ppeducat,
7000,1.75,4.881471566129791,query,smartnoise_dpctgan,,avg_ppincimp,
7000,1.75,38.234132581100155,query,smartnoise_dpctgan,,avg_q1,
7000,1.75,53.774483853890956,query,smartnoise_dpctgan,,avg_q2,
7000,1.75,67.41015190811412,query,smartnoise_dpctgan,,avg_q3,
7000,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
7000,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
7000,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
7000,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
7000,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
7000,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
7000,1.75,61.93413544515324,query,smartnoise_dpctgan,,histogram_insured,
7000,1.75,54.7520095022132,query,smartnoise_dpctgan,,histogram_ppeducat,
7000,1.75,89.34996616218271,query,smartnoise_dpctgan,,histogram_ppincimp,
7000,1.75,729.6716633162163,query,smartnoise_dpctgan,,histogram_q1,
7000,1.75,836.3028073245598,query,smartnoise_dpctgan,,histogram_q2,
7000,1.75,869.1320492926126,query,smartnoise_dpctgan,,histogram_q3,
7000,1.75,7.223511214230472,query,smartnoise_dpctgan,,sum_insured,
7000,1.75,15.01497286168819,query,smartnoise_dpctgan,,sum_ppeducat,
7000,1.75,4.8814715661297985,query,smartnoise_dpctgan,,sum_ppincimp,
7000,1.75,38.23413258110014,query,smartnoise_dpctgan,,sum_q1,
7000,1.75,53.774483853890956,query,smartnoise_dpctgan,,sum_q2,
7000,1.75,67.41015190811412,query,smartnoise_dpctgan,,sum_q3,
8000,1.75,0.366350067842607,query,smartnoise_dpctgan,,avg_insured,
8000,1.75,17.283395346935436,query,smartnoise_dpctgan,,avg_ppeducat,
8000,1.75,9.031446061137698,query,smartnoise_dpctgan,,avg_ppincimp,
8000,1.75,1.493272879601798,query,smartnoise_dpctgan,,avg_q1,
8000,1.75,4.04244415639225,query,smartnoise_dpctgan,,avg_q2,
8000,1.75,76.38488436292252,query,smartnoise_dpctgan,,avg_q3,
8000,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
8000,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
8000,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
8000,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
8000,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
8000,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
8000,1.75,3.041509437021673,query,smartnoise_dpctgan,,histogram_insured,
8000,1.75,59.887463927386996,query,smartnoise_dpctgan,,histogram_ppeducat,
8000,1.75,172.83518457763034,query,smartnoise_dpctgan,,histogram_ppincimp,
8000,1.75,44.44179473703356,query,smartnoise_dpctgan,,histogram_q1,
8000,1.75,703.4936444444659,query,smartnoise_dpctgan,,histogram_q2,
8000,1.75,184.72962908669325,query,smartnoise_dpctgan,,histogram_q3,
8000,1.75,0.36635006784260515,query,smartnoise_dpctgan,,sum_insured,
8000,1.75,17.283395346935436,query,smartnoise_dpctgan,,sum_ppeducat,
8000,1.75,9.031446061137704,query,smartnoise_dpctgan,,sum_ppincimp,
8000,1.75,1.4932728796017938,query,smartnoise_dpctgan,,sum_q1,
8000,1.75,4.042444156392247,query,smartnoise_dpctgan,,sum_q2,
8000,1.75,76.38488436292252,query,smartnoise_dpctgan,,sum_q3,
8500,1.75,4.09647779479326,query,smartnoise_dpctgan,,avg_insured,
8500,1.75,17.24402795913665,query,smartnoise_dpctgan,,avg_ppeducat,
8500,1.75,9.724334686310335,query,smartnoise_dpctgan,,avg_ppincimp,
8500,1.75,18.07754817738564,query,smartnoise_dpctgan,,avg_q1,
8500,1.75,50.0393413139999,query,smartnoise_dpctgan,,avg_q2,
8500,1.75,94.08986142332755,query,smartnoise_dpctgan,,avg_q3,
8500,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
8500,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
8500,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
8500,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
8500,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
8500,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
8500,1.75,34.30643446280367,query,smartnoise_dpctgan,,histogram_insured,
8500,1.75,63.184327454892056,query,smartnoise_dpctgan,,histogram_ppeducat,
8500,1.75,114.7847826656012,query,smartnoise_dpctgan,,histogram_ppincimp,
8500,1.75,95.72309600236137,query,smartnoise_dpctgan,,histogram_q1,
8500,1.75,380.19767430053435,query,smartnoise_dpctgan,,histogram_q2,
8500,1.75,148.89342845987136,query,smartnoise_dpctgan,,histogram_q3,
8500,1.75,4.0964777947932625,query,smartnoise_dpctgan,,sum_insured,
8500,1.75,17.244027959136645,query,smartnoise_dpctgan,,sum_ppeducat,
8500,1.75,9.724334686310334,query,smartnoise_dpctgan,,sum_ppincimp,
8500,1.75,18.07754817738565,query,smartnoise_dpctgan,,sum_q1,
8500,1.75,50.039341313999884,query,smartnoise_dpctgan,,sum_q2,
8500,1.75,94.08986142332755,query,smartnoise_dpctgan,,sum_q3,
9000,1.75,4.052587142684838,query,smartnoise_dpctgan,,avg_insured,
9000,1.75,32.475290539806664,query,smartnoise_dpctgan,,avg_ppeducat,
9000,1.75,16.862413960748196,query,smartnoise_dpctgan,,avg_ppincimp,
9000,1.75,29.312990486211564,query,smartnoise_dpctgan,,avg_q1,
9000,1.75,64.33060217961977,query,smartnoise_dpctgan,,avg_q2,
9000,1.75,98.27909804647228,query,smartnoise_dpctgan,,avg_q3,
9000,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
9000,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
9000,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
9000,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
9000,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
9000,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
9000,1.75,33.63258142660829,query,smartnoise_dpctgan,,histogram_insured,
9000,1.75,160.98010986361078,query,smartnoise_dpctgan,,histogram_ppeducat,
9000,1.75,132.66984827114135,query,smartnoise_dpctgan,,histogram_ppincimp,
9000,1.75,306.54153225929235,query,smartnoise_dpctgan,,histogram_q1,
9000,1.75,241.78286549710703,query,smartnoise_dpctgan,,histogram_q2,
9000,1.75,78.65780454191206,query,smartnoise_dpctgan,,histogram_q3,
9000,1.75,4.052587142684839,query,smartnoise_dpctgan,,sum_insured,
9000,1.75,32.475290539806664,query,smartnoise_dpctgan,,sum_ppeducat,
9000,1.75,16.862413960748192,query,smartnoise_dpctgan,,sum_ppincimp,
9000,1.75,29.312990486211582,query,smartnoise_dpctgan,,sum_q1,
9000,1.75,64.33060217961976,query,smartnoise_dpctgan,,sum_q2,
9000,1.75,98.27909804647228,query,smartnoise_dpctgan,,sum_q3,
9358,1.75,63.51084812623273,query,smartnoise_dpctgan,,avg_insured,
9358,1.75,8.921739130434784,query,smartnoise_dpctgan,,avg_ppeducat,
9358,1.75,17.40014153815771,query,smartnoise_dpctgan,,avg_ppincimp,
9358,1.75,8.793619983965575,query,smartnoise_dpctgan,,avg_q1,
9358,1.75,89.92181153533713,query,smartnoise_dpctgan,,avg_q2,
9358,1.75,60.41687594173782,query,smartnoise_dpctgan,,avg_q3,
9358,1.75,0.0,query,smartnoise_dpctgan,,count_insured,
9358,1.75,0.0,query,smartnoise_dpctgan,,count_ppeducat,
9358,1.75,0.0,query,smartnoise_dpctgan,,count_ppincimp,
9358,1.75,0.0,query,smartnoise_dpctgan,,count_q1,
9358,1.75,0.0,query,smartnoise_dpctgan,,count_q2,
9358,1.75,0.0,query,smartnoise_dpctgan,,count_q3,
9358,1.75,525.6974525388578,query,smartnoise_dpctgan,,histogram_insured,
9358,1.75,77.73185625411907,query,smartnoise_dpctgan,,histogram_ppeducat,
9358,1.75,145.74261541606506,query,smartnoise_dpctgan,,histogram_ppincimp,
9358,1.75,57.63926106537461,query,smartnoise_dpctgan,,histogram_q1,
9358,1.75,129.2039194592379,query,smartnoise_dpctgan,,histogram_q2,
9358,1.75,397.9608557043683,query,smartnoise_dpctgan,,histogram_q3,
9358,1.75,63.510848126232744,query,smartnoise_dpctgan,,sum_insured,
9358,1.75,8.921739130434784,query,smartnoise_dpctgan,,sum_ppeducat,
9358,1.75,17.400141538157698,query,smartnoise_dpctgan,,sum_ppincimp,
9358,1.75,8.793619983965568,query,smartnoise_dpctgan,,sum_q1,
9358,1.75,89.92181153533713,query,smartnoise_dpctgan,,sum_q2,
9358,1.75,60.41687594173782,query,smartnoise_dpctgan,,sum_q3,
1000,2.0,98.50107066381156,query,smartnoise_dpctgan,,avg_insured,
1000,2.0,25.650916104146575,query,smartnoise_dpctgan,,avg_ppeducat,
1000,2.0,28.601571594877772,query,smartnoise_dpctgan,,avg_ppincimp,
1000,2.0,3.6787974683544293,query,smartnoise_dpctgan,,avg_q1,
1000,2.0,9.755442085460897,query,smartnoise_dpctgan,,avg_q2,
1000,2.0,71.18695258230142,query,smartnoise_dpctgan,,avg_q3,
1000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
1000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
1000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
1000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
1000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
1000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
1000,2.0,988.1218282423586,query,smartnoise_dpctgan,,histogram_insured,
1000,2.0,344.7753789546536,query,smartnoise_dpctgan,,histogram_ppeducat,
1000,2.0,90.61562192974588,query,smartnoise_dpctgan,,histogram_ppincimp,
1000,2.0,63.02647294906939,query,smartnoise_dpctgan,,histogram_q1,
1000,2.0,366.57983116681,query,smartnoise_dpctgan,,histogram_q2,
1000,2.0,57.34508095448866,query,smartnoise_dpctgan,,histogram_q3,
1000,2.0,98.50107066381156,query,smartnoise_dpctgan,,sum_insured,
1000,2.0,25.650916104146575,query,smartnoise_dpctgan,,sum_ppeducat,
1000,2.0,28.60157159487777,query,smartnoise_dpctgan,,sum_ppincimp,
1000,2.0,3.6787974683544307,query,smartnoise_dpctgan,,sum_q1,
1000,2.0,9.755442085460897,query,smartnoise_dpctgan,,sum_q2,
1000,2.0,71.18695258230142,query,smartnoise_dpctgan,,sum_q3,
2000,2.0,6.648936170212766,query,smartnoise_dpctgan,,avg_insured,
2000,2.0,12.896507529637931,query,smartnoise_dpctgan,,avg_ppeducat,
2000,2.0,32.679150162045374,query,smartnoise_dpctgan,,avg_ppincimp,
2000,2.0,28.061735818801363,query,smartnoise_dpctgan,,avg_q1,
2000,2.0,59.938756490480635,query,smartnoise_dpctgan,,avg_q2,
2000,2.0,95.4016124216184,query,smartnoise_dpctgan,,avg_q3,
2000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
2000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
2000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
2000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
2000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
2000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
2000,2.0,73.80685197405458,query,smartnoise_dpctgan,,histogram_insured,
2000,2.0,56.261532126365374,query,smartnoise_dpctgan,,histogram_ppeducat,
2000,2.0,147.7699280102582,query,smartnoise_dpctgan,,histogram_ppincimp,
2000,2.0,114.03527220275038,query,smartnoise_dpctgan,,histogram_q1,
2000,2.0,144.37345325523503,query,smartnoise_dpctgan,,histogram_q2,
2000,2.0,75.57007081965902,query,smartnoise_dpctgan,,histogram_q3,
2000,2.0,6.648936170212766,query,smartnoise_dpctgan,,sum_insured,
2000,2.0,12.896507529637939,query,smartnoise_dpctgan,,sum_ppeducat,
2000,2.0,32.679150162045374,query,smartnoise_dpctgan,,sum_ppincimp,
2000,2.0,28.061735818801363,query,smartnoise_dpctgan,,sum_q1,
2000,2.0,59.93875649048063,query,smartnoise_dpctgan,,sum_q2,
2000,2.0,95.4016124216184,query,smartnoise_dpctgan,,sum_q3,
3000,2.0,91.5127840909091,query,smartnoise_dpctgan,,avg_insured,
3000,2.0,11.711326999039171,query,smartnoise_dpctgan,,avg_ppeducat,
3000,2.0,16.212037014665732,query,smartnoise_dpctgan,,avg_ppincimp,
3000,2.0,31.25000000000001,query,smartnoise_dpctgan,,avg_q1,
3000,2.0,20.010954902318794,query,smartnoise_dpctgan,,avg_q2,
3000,2.0,72.80754565522778,query,smartnoise_dpctgan,,avg_q3,
3000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
3000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
3000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
3000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
3000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
3000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
3000,2.0,992.4456217221989,query,smartnoise_dpctgan,,histogram_insured,
3000,2.0,117.65036457808662,query,smartnoise_dpctgan,,histogram_ppeducat,
3000,2.0,82.34974524014744,query,smartnoise_dpctgan,,histogram_ppincimp,
3000,2.0,211.55991126530904,query,smartnoise_dpctgan,,histogram_q1,
3000,2.0,372.4952139246344,query,smartnoise_dpctgan,,histogram_q2,
3000,2.0,273.08335879698785,query,smartnoise_dpctgan,,histogram_q3,
3000,2.0,91.5127840909091,query,smartnoise_dpctgan,,sum_insured,
3000,2.0,11.71132699903918,query,smartnoise_dpctgan,,sum_ppeducat,
3000,2.0,16.212037014665732,query,smartnoise_dpctgan,,sum_ppincimp,
3000,2.0,31.25,query,smartnoise_dpctgan,,sum_q1,
3000,2.0,20.010954902318787,query,smartnoise_dpctgan,,sum_q2,
3000,2.0,72.80754565522778,query,smartnoise_dpctgan,,sum_q3,
4000,2.0,75.5947607591553,query,smartnoise_dpctgan,,avg_insured,
4000,2.0,9.643085787451986,query,smartnoise_dpctgan,,avg_ppeducat,
4000,2.0,15.535737129699005,query,smartnoise_dpctgan,,avg_ppincimp,
4000,2.0,12.181218121812181,query,smartnoise_dpctgan,,avg_q1,
4000,2.0,35.42052367098652,query,smartnoise_dpctgan,,avg_q2,
4000,2.0,63.44534791681657,query,smartnoise_dpctgan,,avg_q3,
4000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
4000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
4000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
4000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
4000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
4000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
4000,2.0,773.9323198553892,query,smartnoise_dpctgan,,histogram_insured,
4000,2.0,129.92398999517187,query,smartnoise_dpctgan,,histogram_ppeducat,
4000,2.0,145.68759760728855,query,smartnoise_dpctgan,,histogram_ppincimp,
4000,2.0,93.29312554971543,query,smartnoise_dpctgan,,histogram_q1,
4000,2.0,488.84182766019865,query,smartnoise_dpctgan,,histogram_q2,
4000,2.0,874.6765646862597,query,smartnoise_dpctgan,,histogram_q3,
4000,2.0,75.5947607591553,query,smartnoise_dpctgan,,sum_insured,
4000,2.0,9.643085787451984,query,smartnoise_dpctgan,,sum_ppeducat,
4000,2.0,15.535737129699006,query,smartnoise_dpctgan,,sum_ppincimp,
4000,2.0,12.181218121812181,query,smartnoise_dpctgan,,sum_q1,
4000,2.0,35.42052367098651,query,smartnoise_dpctgan,,sum_q2,
4000,2.0,63.44534791681657,query,smartnoise_dpctgan,,sum_q3,
5000,2.0,75.02155172413794,query,smartnoise_dpctgan,,avg_insured,
5000,2.0,12.0884106818771,query,smartnoise_dpctgan,,avg_ppeducat,
5000,2.0,8.221136661503628,query,smartnoise_dpctgan,,avg_ppincimp,
5000,2.0,42.49345705448489,query,smartnoise_dpctgan,,avg_q1,
5000,2.0,144.92798195704546,query,smartnoise_dpctgan,,avg_q2,
5000,2.0,66.57696743368663,query,smartnoise_dpctgan,,avg_q3,
5000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
5000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
5000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
5000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
5000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
5000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
5000,2.0,685.787792201448,query,smartnoise_dpctgan,,histogram_insured,
5000,2.0,63.14498664671688,query,smartnoise_dpctgan,,histogram_ppeducat,
5000,2.0,46.619512348891526,query,smartnoise_dpctgan,,histogram_ppincimp,
5000,2.0,284.58821703896547,query,smartnoise_dpctgan,,histogram_q1,
5000,2.0,4400.282913298251,query,smartnoise_dpctgan,,histogram_q2,
5000,2.0,3355.4047032039016,query,smartnoise_dpctgan,,histogram_q3,
5000,2.0,75.02155172413794,query,smartnoise_dpctgan,,sum_insured,
5000,2.0,12.088410681877107,query,smartnoise_dpctgan,,sum_ppeducat,
5000,2.0,8.221136661503634,query,smartnoise_dpctgan,,sum_ppincimp,
5000,2.0,42.49345705448489,query,smartnoise_dpctgan,,sum_q1,
5000,2.0,144.92798195704546,query,smartnoise_dpctgan,,sum_q2,
5000,2.0,66.57696743368663,query,smartnoise_dpctgan,,sum_q3,
6000,2.0,24.842257075896885,query,smartnoise_dpctgan,,avg_insured,
6000,2.0,8.883690566858883,query,smartnoise_dpctgan,,avg_ppeducat,
6000,2.0,19.077403245942577,query,smartnoise_dpctgan,,avg_ppincimp,
6000,2.0,51.18442758165621,query,smartnoise_dpctgan,,avg_q1,
6000,2.0,55.81229854744861,query,smartnoise_dpctgan,,avg_q2,
6000,2.0,205.95561090601785,query,smartnoise_dpctgan,,avg_q3,
6000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
6000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
6000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
6000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
6000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
6000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
6000,2.0,215.81390808870168,query,smartnoise_dpctgan,,histogram_insured,
6000,2.0,125.74437365652487,query,smartnoise_dpctgan,,histogram_ppeducat,
6000,2.0,86.57332935151008,query,smartnoise_dpctgan,,histogram_ppincimp,
6000,2.0,298.58875781118377,query,smartnoise_dpctgan,,histogram_q1,
6000,2.0,304.993078513922,query,smartnoise_dpctgan,,histogram_q2,
6000,2.0,2595.2707465803946,query,smartnoise_dpctgan,,histogram_q3,
6000,2.0,24.84225707589688,query,smartnoise_dpctgan,,sum_insured,
6000,2.0,8.883690566858883,query,smartnoise_dpctgan,,sum_ppeducat,
6000,2.0,19.077403245942573,query,smartnoise_dpctgan,,sum_ppincimp,
6000,2.0,51.18442758165622,query,smartnoise_dpctgan,,sum_q1,
6000,2.0,55.81229854744861,query,smartnoise_dpctgan,,sum_q2,
6000,2.0,205.95561090601788,query,smartnoise_dpctgan,,sum_q3,
7000,2.0,4.609435421500389,query,smartnoise_dpctgan,,avg_insured,
7000,2.0,26.253977166385912,query,smartnoise_dpctgan,,avg_ppeducat,
7000,2.0,6.4175914331361525,query,smartnoise_dpctgan,,avg_ppincimp,
7000,2.0,3.1198871650211637,query,smartnoise_dpctgan,,avg_q1,
7000,2.0,1.524616199047129,query,smartnoise_dpctgan,,avg_q2,
7000,2.0,92.47869581326417,query,smartnoise_dpctgan,,avg_q3,
7000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
7000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
7000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
7000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
7000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
7000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
7000,2.0,39.5211399628601,query,smartnoise_dpctgan,,histogram_insured,
7000,2.0,119.68025734723075,query,smartnoise_dpctgan,,histogram_ppeducat,
7000,2.0,190.13259971694012,query,smartnoise_dpctgan,,histogram_ppincimp,
7000,2.0,47.70408132281655,query,smartnoise_dpctgan,,histogram_q1,
7000,2.0,1124.7279082369732,query,smartnoise_dpctgan,,histogram_q2,
7000,2.0,99.26506050236598,query,smartnoise_dpctgan,,histogram_q3,
7000,2.0,4.609435421500387,query,smartnoise_dpctgan,,sum_insured,
7000,2.0,26.253977166385926,query,smartnoise_dpctgan,,sum_ppeducat,
7000,2.0,6.417591433136145,query,smartnoise_dpctgan,,sum_ppincimp,
7000,2.0,3.1198871650211566,query,smartnoise_dpctgan,,sum_q1,
7000,2.0,1.524616199047115,query,smartnoise_dpctgan,,sum_q2,
7000,2.0,92.47869581326417,query,smartnoise_dpctgan,,sum_q3,
8000,2.0,6.173677069199458,query,smartnoise_dpctgan,,avg_insured,
8000,2.0,12.147851330907306,query,smartnoise_dpctgan,,avg_ppeducat,
8000,2.0,1.2509773260359633,query,smartnoise_dpctgan,,avg_ppincimp,
8000,2.0,19.999014341333595,query,smartnoise_dpctgan,,avg_q1,
8000,2.0,88.80716245139119,query,smartnoise_dpctgan,,avg_q2,
8000,2.0,99.3528004416907,query,smartnoise_dpctgan,,avg_q3,
8000,2.0,0.0,query,smartnoise_dpctgan,,count_insured,
8000,2.0,0.0,query,smartnoise_dpctgan,,count_ppeducat,
8000,2.0,0.0,query,smartnoise_dpctgan,,count_ppincimp,
8000,2.0,0.0,query,smartnoise_dpctgan,,count_q1,
8000,2.0,0.0,query,smartnoise_dpctgan,,count_q2,
8000,2.0,0.0,query,smartnoise_dpctgan,,count_q3,
8000,2.0,51.25506643869857,query,smartnoise_dpctgan,,histogram_insured,
8000,2.0,85.3717626522664,query,smartnoise_dpctgan,,histogram_ppeducat,
8000,2.0,200.87883758795516,query,smartnoise_dpctgan,,histogram_ppincimp,
8000,2.0,89.80058704121247,query,smartnoise_dpctgan,,histogram_q1,
