dataset_size,epsilon,result,evaluation_tool,tool,sd,query,time
2000,1.25,0.0,query,smartnoise_patectgan,,count_q1,
2000,1.25,0.0,query,smartnoise_patectgan,,count_q2,
2000,1.25,0.0,query,smartnoise_patectgan,,count_q3,
2000,1.25,682.5657670560566,query,smartnoise_patectgan,,histogram_insured,
2000,1.25,259.0844614836639,query,smartnoise_patectgan,,histogram_ppeducat,
2000,1.25,78.83074753672112,query,smartnoise_patectgan,,histogram_ppincimp,
2000,1.25,179.65267317404093,query,smartnoise_patectgan,,histogram_q1,
2000,1.25,968.3591175756117,query,smartnoise_patectgan,,histogram_q2,
2000,1.25,1234.780847834969,query,smartnoise_patectgan,,histogram_q3,
2000,1.25,61.48936170212767,query,smartnoise_patectgan,,sum_insured,
2000,1.25,23.710349247036206,query,smartnoise_patectgan,,sum_ppeducat,
2000,1.25,9.58228303925099,query,smartnoise_patectgan,,sum_ppincimp,
2000,1.25,6.333934656243737,query,smartnoise_patectgan,,sum_q1,
2000,1.25,77.44641192917055,query,smartnoise_patectgan,,sum_q2,
2000,1.25,100.17915795759929,query,smartnoise_patectgan,,sum_q3,
4000,1.25,73.88398823843893,query,smartnoise_patectgan,,avg_insured,
4000,1.25,24.83194622279129,query,smartnoise_patectgan,,avg_ppeducat,
4000,1.25,9.737020047880996,query,smartnoise_patectgan,,avg_ppincimp,
4000,1.25,5.760576057605748,query,smartnoise_patectgan,,avg_q1,
4000,1.25,117.89209203914307,query,smartnoise_patectgan,,avg_q2,
4000,1.25,122.36453910916028,query,smartnoise_patectgan,,avg_q3,
4000,1.25,0.0,query,smartnoise_patectgan,,count_insured,
4000,1.25,0.0,query,smartnoise_patectgan,,count_ppeducat,
4000,1.25,0.0,query,smartnoise_patectgan,,count_ppincimp,
4000,1.25,0.0,query,smartnoise_patectgan,,count_q1,
4000,1.25,0.0,query,smartnoise_patectgan,,count_q2,
4000,1.25,0.0,query,smartnoise_patectgan,,count_q3,
4000,1.25,756.4175856012362,query,smartnoise_patectgan,,histogram_insured,
4000,1.25,240.941600789964,query,smartnoise_patectgan,,histogram_ppeducat,
4000,1.25,79.01962650697854,query,smartnoise_patectgan,,histogram_ppincimp,
4000,1.25,205.91670316980145,query,smartnoise_patectgan,,histogram_q1,
4000,1.25,2282.9385735267188,query,smartnoise_patectgan,,histogram_q2,
4000,1.25,2893.5704293747626,query,smartnoise_patectgan,,histogram_q3,
4000,1.25,73.88398823843893,query,smartnoise_patectgan,,sum_insured,
4000,1.25,24.83194622279129,query,smartnoise_patectgan,,sum_ppeducat,
4000,1.25,9.737020047880993,query,smartnoise_patectgan,,sum_ppincimp,
4000,1.25,5.7605760576057605,query,smartnoise_patectgan,,sum_q1,
4000,1.25,117.89209203914308,query,smartnoise_patectgan,,sum_q2,
4000,1.25,122.36453910916025,query,smartnoise_patectgan,,sum_q3,
6000,1.25,66.12583378402739,query,smartnoise_patectgan,,avg_insured,
6000,1.25,27.597649874877593,query,smartnoise_patectgan,,avg_ppeducat,
6000,1.25,10.029962546816483,query,smartnoise_patectgan,,avg_ppincimp,
6000,1.25,4.506763444407791,query,smartnoise_patectgan,,avg_q1,
6000,1.25,133.82309849721628,query,smartnoise_patectgan,,avg_q2,
6000,1.25,128.97300182360004,query,smartnoise_patectgan,,avg_q3,
6000,1.25,0.0,query,smartnoise_patectgan,,count_insured,
6000,1.25,0.0,query,smartnoise_patectgan,,count_ppeducat,
6000,1.25,0.0,query,smartnoise_patectgan,,count_ppincimp,
6000,1.25,0.0,query,smartnoise_patectgan,,count_q1,
6000,1.25,0.0,query,smartnoise_patectgan,,count_q2,
6000,1.25,0.0,query,smartnoise_patectgan,,count_q3,
6000,1.25,574.4596624596211,query,smartnoise_patectgan,,histogram_insured,
6000,1.25,217.90110458558783,query,smartnoise_patectgan,,histogram_ppeducat,
6000,1.25,69.2728771268589,query,smartnoise_patectgan,,histogram_ppincimp,
6000,1.25,131.3951670491793,query,smartnoise_patectgan,,histogram_q1,
6000,1.25,5165.956608176529,query,smartnoise_patectgan,,histogram_q2,
6000,1.25,3961.5848803550916,query,smartnoise_patectgan,,histogram_q3,
6000,1.25,66.12583378402739,query,smartnoise_patectgan,,sum_insured,
6000,1.25,27.5976498748776,query,smartnoise_patectgan,,sum_ppeducat,
6000,1.25,10.02996254681648,query,smartnoise_patectgan,,sum_ppincimp,
6000,1.25,4.506763444407786,query,smartnoise_patectgan,,sum_q1,
6000,1.25,133.8230984972163,query,smartnoise_patectgan,,sum_q2,
6000,1.25,128.97300182360004,query,smartnoise_patectgan,,sum_q3,
8000,1.25,66.41791044776119,query,smartnoise_patectgan,,avg_insured,
8000,1.25,21.48260211800303,query,smartnoise_patectgan,,avg_ppeducat,
8000,1.25,8.828352943419974,query,smartnoise_patectgan,,avg_ppincimp,
8000,1.25,7.392439998028682,query,smartnoise_patectgan,,avg_q1,
8000,1.25,132.83694570885962,query,smartnoise_patectgan,,avg_q2,
8000,1.25,177.47377461505434,query,smartnoise_patectgan,,avg_q3,
8000,1.25,0.0,query,smartnoise_patectgan,,count_insured,
8000,1.25,0.0,query,smartnoise_patectgan,,count_ppeducat,
8000,1.25,0.0,query,smartnoise_patectgan,,count_ppincimp,
8000,1.25,0.0,query,smartnoise_patectgan,,count_q1,
8000,1.25,0.0,query,smartnoise_patectgan,,count_q2,
8000,1.25,0.0,query,smartnoise_patectgan,,count_q3,
8000,1.25,551.4143960822626,query,smartnoise_patectgan,,histogram_insured,
8000,1.25,147.73415413323573,query,smartnoise_patectgan,,histogram_ppeducat,
8000,1.25,58.34981910031664,query,smartnoise_patectgan,,histogram_ppincimp,
8000,1.25,152.63282945759778,query,smartnoise_patectgan,,histogram_q1,
8000,1.25,5621.475381965926,query,smartnoise_patectgan,,histogram_q2,
8000,1.25,4863.522940897265,query,smartnoise_patectgan,,histogram_q3,
8000,1.25,66.4179104477612,query,smartnoise_patectgan,,sum_insured,
8000,1.25,21.482602118003026,query,smartnoise_patectgan,,sum_ppeducat,
8000,1.25,8.828352943419974,query,smartnoise_patectgan,,sum_ppincimp,
8000,1.25,7.392439998028682,query,smartnoise_patectgan,,sum_q1,
8000,1.25,132.83694570885962,query,smartnoise_patectgan,,sum_q2,
8000,1.25,177.47377461505428,query,smartnoise_patectgan,,sum_q3,
8500,1.25,64.1271056661562,query,smartnoise_patectgan,,avg_insured,
8500,1.25,27.10269605960518,query,smartnoise_patectgan,,avg_ppeducat,
8500,1.25,6.318792580526121,query,smartnoise_patectgan,,avg_ppincimp,
8500,1.25,3.970280938007894,query,smartnoise_patectgan,,avg_q1,
8500,1.25,126.55538694992413,query,smartnoise_patectgan,,avg_q2,
8500,1.25,190.23134052300605,query,smartnoise_patectgan,,avg_q3,
8500,1.25,0.0,query,smartnoise_patectgan,,count_insured,
8500,1.25,0.0,query,smartnoise_patectgan,,count_ppeducat,
8500,1.25,0.0,query,smartnoise_patectgan,,count_ppincimp,
8500,1.25,0.0,query,smartnoise_patectgan,,count_q1,
8500,1.25,0.0,query,smartnoise_patectgan,,count_q2,
8500,1.25,0.0,query,smartnoise_patectgan,,count_q3,
8500,1.25,537.0399787401508,query,smartnoise_patectgan,,histogram_insured,
8500,1.25,178.09052918526376,query,smartnoise_patectgan,,histogram_ppeducat,
8500,1.25,72.46825022997606,query,smartnoise_patectgan,,histogram_ppincimp,
8500,1.25,90.56855819143573,query,smartnoise_patectgan,,histogram_q1,
8500,1.25,5234.512098615114,query,smartnoise_patectgan,,histogram_q2,
8500,1.25,4360.660396950086,query,smartnoise_patectgan,,histogram_q3,
8500,1.25,64.1271056661562,query,smartnoise_patectgan,,sum_insured,
8500,1.25,27.10269605960519,query,smartnoise_patectgan,,sum_ppeducat,
8500,1.25,6.3187925805261305,query,smartnoise_patectgan,,sum_ppincimp,
8500,1.25,3.970280938007894,query,smartnoise_patectgan,,sum_q1,
8500,1.25,126.55538694992413,query,smartnoise_patectgan,,sum_q2,
8500,1.25,190.231340523006,query,smartnoise_patectgan,,sum_q3,
9000,1.25,62.27234350500544,query,smartnoise_patectgan,,avg_insured,
9000,1.25,27.16411426088846,query,smartnoise_patectgan,,avg_ppeducat,
9000,1.25,9.893127947937192,query,smartnoise_patectgan,,avg_ppincimp,
9000,1.25,9.54447805690735,query,smartnoise_patectgan,,avg_q1,
9000,1.25,125.56412908015801,query,smartnoise_patectgan,,avg_q2,
9000,1.25,143.77329561976265,query,smartnoise_patectgan,,avg_q3,
9000,1.25,0.0,query,smartnoise_patectgan,,count_insured,
9000,1.25,0.0,query,smartnoise_patectgan,,count_ppeducat,
9000,1.25,0.0,query,smartnoise_patectgan,,count_ppincimp,
9000,1.25,0.0,query,smartnoise_patectgan,,count_q1,
9000,1.25,0.0,query,smartnoise_patectgan,,count_q2,
9000,1.25,0.0,query,smartnoise_patectgan,,count_q3,
9000,1.25,516.8006485285077,query,smartnoise_patectgan,,histogram_insured,
9000,1.25,178.90201571977153,query,smartnoise_patectgan,,histogram_ppeducat,
9000,1.25,64.15869928777127,query,smartnoise_patectgan,,histogram_ppincimp,
9000,1.25,176.0856852230062,query,smartnoise_patectgan,,histogram_q1,
9000,1.25,5271.9446332002,query,smartnoise_patectgan,,histogram_q2,
9000,1.25,3764.775389905103,query,smartnoise_patectgan,,histogram_q3,
9000,1.25,62.27234350500542,query,smartnoise_patectgan,,sum_insured,
9000,1.25,27.164114260888457,query,smartnoise_patectgan,,sum_ppeducat,
9000,1.25,9.89312794793719,query,smartnoise_patectgan,,sum_ppincimp,
9000,1.25,9.544478056907362,query,smartnoise_patectgan,,sum_q1,
9000,1.25,125.56412908015804,query,smartnoise_patectgan,,sum_q2,
9000,1.25,143.77329561976262,query,smartnoise_patectgan,,sum_q3,
9358,1.25,72.98990602158023,query,smartnoise_patectgan,,avg_insured,
9358,1.25,28.14608695652174,query,smartnoise_patectgan,,avg_ppeducat,
9358,1.25,8.54248613419792,query,smartnoise_patectgan,,avg_ppincimp,
9358,1.25,5.738638761129156,query,smartnoise_patectgan,,avg_q1,
9358,1.25,123.86779041429732,query,smartnoise_patectgan,,avg_q2,
9358,1.25,148.17679558011048,query,smartnoise_patectgan,,avg_q3,
9358,1.25,0.0,query,smartnoise_patectgan,,count_insured,
9358,1.25,0.0,query,smartnoise_patectgan,,count_ppeducat,
9358,1.25,0.0,query,smartnoise_patectgan,,count_ppincimp,
9358,1.25,0.0,query,smartnoise_patectgan,,count_q1,
9358,1.25,0.0,query,smartnoise_patectgan,,count_q2,
9358,1.25,0.0,query,smartnoise_patectgan,,count_q3,
9358,1.25,604.1583255246536,query,smartnoise_patectgan,,histogram_insured,
9358,1.25,189.26198556649345,query,smartnoise_patectgan,,histogram_ppeducat,
9358,1.25,62.486553232229156,query,smartnoise_patectgan,,histogram_ppincimp,
9358,1.25,105.87297999437166,query,smartnoise_patectgan,,histogram_q1,
9358,1.25,6598.142427994344,query,smartnoise_patectgan,,histogram_q2,
9358,1.25,6602.682310200169,query,smartnoise_patectgan,,histogram_q3,
9358,1.25,72.98990602158023,query,smartnoise_patectgan,,sum_insured,
9358,1.25,28.14608695652174,query,smartnoise_patectgan,,sum_ppeducat,
9358,1.25,8.542486134197922,query,smartnoise_patectgan,,sum_ppincimp,
9358,1.25,5.738638761129162,query,smartnoise_patectgan,,sum_q1,
9358,1.25,123.86779041429732,query,smartnoise_patectgan,,sum_q2,
9358,1.25,148.1767955801105,query,smartnoise_patectgan,,sum_q3,
1000,1.5,53.319057815845824,query,smartnoise_patectgan,,avg_insured,
1000,1.5,21.825779492124724,query,smartnoise_patectgan,,avg_ppeducat,
1000,1.5,9.85157159487776,query,smartnoise_patectgan,,avg_ppincimp,
1000,1.5,2.6503164556962093,query,smartnoise_patectgan,,avg_q1,
1000,1.5,66.08438591776404,query,smartnoise_patectgan,,avg_q2,
1000,1.5,85.9861069163395,query,smartnoise_patectgan,,avg_q3,
1000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
1000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
1000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
1000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
1000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
1000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
1000,1.5,534.8746418094506,query,smartnoise_patectgan,,histogram_insured,
1000,1.5,207.09627823639534,query,smartnoise_patectgan,,histogram_ppeducat,
1000,1.5,81.63920561304063,query,smartnoise_patectgan,,histogram_ppincimp,
1000,1.5,123.20456241315311,query,smartnoise_patectgan,,histogram_q1,
1000,1.5,558.4964208438133,query,smartnoise_patectgan,,histogram_q2,
1000,1.5,410.6395103667086,query,smartnoise_patectgan,,histogram_q3,
1000,1.5,53.319057815845824,query,smartnoise_patectgan,,sum_insured,
1000,1.5,21.82577949212472,query,smartnoise_patectgan,,sum_ppeducat,
1000,1.5,9.851571594877765,query,smartnoise_patectgan,,sum_ppincimp,
1000,1.5,2.6503164556962022,query,smartnoise_patectgan,,sum_q1,
1000,1.5,66.08438591776404,query,smartnoise_patectgan,,sum_q2,
1000,1.5,85.98610691633948,query,smartnoise_patectgan,,sum_q3,
2000,1.5,65.37234042553192,query,smartnoise_patectgan,,avg_insured,
2000,1.5,25.504645946811916,query,smartnoise_patectgan,,avg_ppeducat,
2000,1.5,12.952826791501625,query,smartnoise_patectgan,,avg_ppincimp,
2000,1.5,6.293846462216878,query,smartnoise_patectgan,,avg_q1,
2000,1.5,77.45972573558781,query,smartnoise_patectgan,,avg_q2,
2000,1.5,70.90176171991637,query,smartnoise_patectgan,,avg_q3,
2000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
2000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
2000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
2000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
2000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
2000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
2000,1.5,725.6689686089046,query,smartnoise_patectgan,,histogram_insured,
2000,1.5,284.59143538372155,query,smartnoise_patectgan,,histogram_ppeducat,
2000,1.5,81.86250573416949,query,smartnoise_patectgan,,histogram_ppincimp,
2000,1.5,149.36643598750322,query,smartnoise_patectgan,,histogram_q1,
2000,1.5,951.7189555588096,query,smartnoise_patectgan,,histogram_q2,
2000,1.5,1176.991938240841,query,smartnoise_patectgan,,histogram_q3,
2000,1.5,65.37234042553192,query,smartnoise_patectgan,,sum_insured,
2000,1.5,25.50464594681192,query,smartnoise_patectgan,,sum_ppeducat,
2000,1.5,12.95282679150162,query,smartnoise_patectgan,,sum_ppincimp,
2000,1.5,6.2938464622168775,query,smartnoise_patectgan,,sum_q1,
2000,1.5,77.45972573558781,query,smartnoise_patectgan,,sum_q2,
2000,1.5,70.9017617199164,query,smartnoise_patectgan,,sum_q3,
3000,1.5,61.43465909090909,query,smartnoise_patectgan,,avg_insured,
3000,1.5,21.06330735561012,query,smartnoise_patectgan,,avg_ppeducat,
3000,1.5,4.196767257000657,query,smartnoise_patectgan,,avg_ppincimp,
3000,1.5,1.7703862660944223,query,smartnoise_patectgan,,avg_q1,
3000,1.5,111.237903962023,query,smartnoise_patectgan,,avg_q2,
3000,1.5,111.73991571342563,query,smartnoise_patectgan,,avg_q3,
3000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
3000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
3000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
3000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
3000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
3000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
3000,1.5,666.2518143497882,query,smartnoise_patectgan,,histogram_insured,
3000,1.5,221.14888444199622,query,smartnoise_patectgan,,histogram_ppeducat,
3000,1.5,43.71273081008848,query,smartnoise_patectgan,,histogram_ppincimp,
3000,1.5,132.8291497891354,query,smartnoise_patectgan,,histogram_q1,
3000,1.5,1513.8515740711769,query,smartnoise_patectgan,,histogram_q2,
3000,1.5,1935.5545129451261,query,smartnoise_patectgan,,histogram_q3,
3000,1.5,61.43465909090909,query,smartnoise_patectgan,,sum_insured,
3000,1.5,21.06330735561012,query,smartnoise_patectgan,,sum_ppeducat,
3000,1.5,4.196767257000652,query,smartnoise_patectgan,,sum_ppincimp,
3000,1.5,1.7703862660944207,query,smartnoise_patectgan,,sum_q1,
3000,1.5,111.237903962023,query,smartnoise_patectgan,,sum_q2,
3000,1.5,111.73991571342566,query,smartnoise_patectgan,,sum_q3,
4000,1.5,65.51724137931035,query,smartnoise_patectgan,,avg_insured,
4000,1.5,22.207106274007685,query,smartnoise_patectgan,,avg_ppeducat,
4000,1.5,10.531990716204605,query,smartnoise_patectgan,,avg_ppincimp,
4000,1.5,8.970897089708973,query,smartnoise_patectgan,,avg_q1,
4000,1.5,97.46098915630785,query,smartnoise_patectgan,,avg_q2,
4000,1.5,141.75721378714832,query,smartnoise_patectgan,,avg_q3,
4000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
4000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
4000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
4000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
4000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
4000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
4000,1.5,670.7595883895187,query,smartnoise_patectgan,,histogram_insured,
4000,1.5,204.28696121685596,query,smartnoise_patectgan,,histogram_ppeducat,
4000,1.5,80.87765399160068,query,smartnoise_patectgan,,histogram_ppincimp,
4000,1.5,168.54735154870812,query,smartnoise_patectgan,,histogram_q1,
4000,1.5,2173.377704846721,query,smartnoise_patectgan,,histogram_q2,
4000,1.5,2762.911381058332,query,smartnoise_patectgan,,histogram_q3,
4000,1.5,65.51724137931035,query,smartnoise_patectgan,,sum_insured,
4000,1.5,22.207106274007682,query,smartnoise_patectgan,,sum_ppeducat,
4000,1.5,10.531990716204609,query,smartnoise_patectgan,,sum_ppincimp,
4000,1.5,8.97089708970897,query,smartnoise_patectgan,,sum_q1,
4000,1.5,97.46098915630785,query,smartnoise_patectgan,,sum_q2,
4000,1.5,141.7572137871483,query,smartnoise_patectgan,,sum_q3,
5000,1.5,65.25862068965516,query,smartnoise_patectgan,,avg_insured,
5000,1.5,27.236193933108627,query,smartnoise_patectgan,,avg_ppeducat,
5000,1.5,15.00357440724414,query,smartnoise_patectgan,,avg_ppincimp,
5000,1.5,10.444920295027375,query,smartnoise_patectgan,,avg_q1,
5000,1.5,108.20646880926749,query,smartnoise_patectgan,,avg_q2,
5000,1.5,145.51595364929432,query,smartnoise_patectgan,,avg_q3,
5000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
5000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
5000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
5000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
5000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
5000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
5000,1.5,596.5427850577375,query,smartnoise_patectgan,,histogram_insured,
5000,1.5,199.69708085292808,query,smartnoise_patectgan,,histogram_ppeducat,
5000,1.5,92.17707771097665,query,smartnoise_patectgan,,histogram_ppincimp,
5000,1.5,190.46440720716132,query,smartnoise_patectgan,,histogram_q1,
5000,1.5,3036.100609323399,query,smartnoise_patectgan,,histogram_q2,
5000,1.5,3842.0074925461086,query,smartnoise_patectgan,,histogram_q3,
5000,1.5,65.25862068965517,query,smartnoise_patectgan,,sum_insured,
5000,1.5,27.23619393310863,query,smartnoise_patectgan,,sum_ppeducat,
5000,1.5,15.003574407244132,query,smartnoise_patectgan,,sum_ppincimp,
5000,1.5,10.444920295027362,query,smartnoise_patectgan,,sum_q1,
5000,1.5,108.20646880926752,query,smartnoise_patectgan,,sum_q2,
5000,1.5,145.51595364929432,query,smartnoise_patectgan,,sum_q3,
6000,1.5,62.34000360555255,query,smartnoise_patectgan,,avg_insured,
6000,1.5,25.155042976825154,query,smartnoise_patectgan,,avg_ppeducat,
6000,1.5,9.17103620474406,query,smartnoise_patectgan,,avg_ppincimp,
6000,1.5,9.34345100626855,query,smartnoise_patectgan,,avg_q1,
6000,1.5,127.11708317635733,query,smartnoise_patectgan,,avg_q2,
6000,1.5,144.77605301783572,query,smartnoise_patectgan,,avg_q3,
6000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
6000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
6000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
6000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
6000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
6000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
6000,1.5,541.570750486742,query,smartnoise_patectgan,,histogram_insured,
6000,1.5,202.09355356445334,query,smartnoise_patectgan,,histogram_ppeducat,
6000,1.5,59.810963653549656,query,smartnoise_patectgan,,histogram_ppincimp,
6000,1.5,149.5300403495823,query,smartnoise_patectgan,,histogram_q1,
6000,1.5,4234.982704528658,query,smartnoise_patectgan,,histogram_q2,
6000,1.5,4069.7819808053155,query,smartnoise_patectgan,,histogram_q3,
6000,1.5,62.34000360555255,query,smartnoise_patectgan,,sum_insured,
6000,1.5,25.155042976825154,query,smartnoise_patectgan,,sum_ppeducat,
6000,1.5,9.17103620474407,query,smartnoise_patectgan,,sum_ppincimp,
6000,1.5,9.343451006268557,query,smartnoise_patectgan,,sum_q1,
6000,1.5,127.11708317635733,query,smartnoise_patectgan,,sum_q2,
6000,1.5,144.7760530178357,query,smartnoise_patectgan,,sum_q3,
7000,1.5,73.1167826759474,query,smartnoise_patectgan,,avg_insured,
7000,1.5,23.161145423919137,query,smartnoise_patectgan,,avg_ppeducat,
7000,1.5,7.849000388617809,query,smartnoise_patectgan,,avg_ppincimp,
7000,1.5,9.489421720733425,query,smartnoise_patectgan,,avg_q1,
7000,1.5,123.51861655196754,query,smartnoise_patectgan,,avg_q2,
7000,1.5,124.3905150055576,query,smartnoise_patectgan,,avg_q3,
7000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
7000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
7000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
7000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
7000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
7000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
7000,1.5,626.9007671289921,query,smartnoise_patectgan,,histogram_insured,
7000,1.5,163.71029365333186,query,smartnoise_patectgan,,histogram_ppeducat,
7000,1.5,58.21750576920426,query,smartnoise_patectgan,,histogram_ppincimp,
7000,1.5,187.9160735832849,query,smartnoise_patectgan,,histogram_q1,
7000,1.5,4581.263219855599,query,smartnoise_patectgan,,histogram_q2,
7000,1.5,3539.048109947405,query,smartnoise_patectgan,,histogram_q3,
7000,1.5,73.1167826759474,query,smartnoise_patectgan,,sum_insured,
7000,1.5,23.161145423919148,query,smartnoise_patectgan,,sum_ppeducat,
7000,1.5,7.849000388617816,query,smartnoise_patectgan,,sum_ppincimp,
7000,1.5,9.489421720733429,query,smartnoise_patectgan,,sum_q1,
7000,1.5,123.51861655196754,query,smartnoise_patectgan,,sum_q2,
7000,1.5,124.39051500555762,query,smartnoise_patectgan,,sum_q3,
8000,1.5,64.68113975576661,query,smartnoise_patectgan,,avg_insured,
8000,1.5,25.309727276444377,query,smartnoise_patectgan,,avg_ppeducat,
8000,1.5,9.201167070310271,query,smartnoise_patectgan,,avg_ppincimp,
8000,1.5,5.741461731802273,query,smartnoise_patectgan,,avg_q1,
8000,1.5,127.17270069032043,query,smartnoise_patectgan,,avg_q2,
8000,1.5,146.69652168578617,query,smartnoise_patectgan,,avg_q3,
8000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
8000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
8000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
8000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
8000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
8000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
8000,1.5,536.9953883808265,query,smartnoise_patectgan,,histogram_insured,
8000,1.5,185.14613819376362,query,smartnoise_patectgan,,histogram_ppeducat,
8000,1.5,61.146108293617814,query,smartnoise_patectgan,,histogram_ppincimp,
8000,1.5,103.91776143419365,query,smartnoise_patectgan,,histogram_q1,
8000,1.5,5052.260504944219,query,smartnoise_patectgan,,histogram_q2,
8000,1.5,3670.1739794088467,query,smartnoise_patectgan,,histogram_q3,
8000,1.5,64.68113975576662,query,smartnoise_patectgan,,sum_insured,
8000,1.5,25.30972727644437,query,smartnoise_patectgan,,sum_ppeducat,
8000,1.5,9.201167070310264,query,smartnoise_patectgan,,sum_ppincimp,
8000,1.5,5.741461731802277,query,smartnoise_patectgan,,sum_q1,
8000,1.5,127.17270069032045,query,smartnoise_patectgan,,sum_q2,
8000,1.5,146.69652168578614,query,smartnoise_patectgan,,sum_q3,
8500,1.5,75.98264420622766,query,smartnoise_patectgan,,avg_insured,
8500,1.5,22.885782318150387,query,smartnoise_patectgan,,avg_ppeducat,
8500,1.5,10.196826653946879,query,smartnoise_patectgan,,avg_ppincimp,
8500,1.5,4.118876247968421,query,smartnoise_patectgan,,avg_q1,
8500,1.5,98.5893328837183,query,smartnoise_patectgan,,avg_q2,
8500,1.5,147.38639273824091,query,smartnoise_patectgan,,avg_q3,
8500,1.5,0.0,query,smartnoise_patectgan,,count_insured,
8500,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
8500,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
8500,1.5,0.0,query,smartnoise_patectgan,,count_q1,
8500,1.5,0.0,query,smartnoise_patectgan,,count_q2,
8500,1.5,0.0,query,smartnoise_patectgan,,count_q3,
8500,1.5,636.3255787898224,query,smartnoise_patectgan,,histogram_insured,
8500,1.5,153.12159848609576,query,smartnoise_patectgan,,histogram_ppeducat,
8500,1.5,61.973633096154934,query,smartnoise_patectgan,,histogram_ppincimp,
8500,1.5,127.96362216746758,query,smartnoise_patectgan,,histogram_q1,
8500,1.5,4344.230551776538,query,smartnoise_patectgan,,histogram_q2,
8500,1.5,2881.107055918695,query,smartnoise_patectgan,,histogram_q3,
8500,1.5,75.98264420622766,query,smartnoise_patectgan,,sum_insured,
8500,1.5,22.885782318150397,query,smartnoise_patectgan,,sum_ppeducat,
8500,1.5,10.196826653946884,query,smartnoise_patectgan,,sum_ppincimp,
8500,1.5,4.118876247968424,query,smartnoise_patectgan,,sum_q1,
8500,1.5,98.58933288371831,query,smartnoise_patectgan,,sum_q2,
8500,1.5,147.38639273824091,query,smartnoise_patectgan,,sum_q3,
9000,1.5,66.22844047762634,query,smartnoise_patectgan,,avg_insured,
9000,1.5,22.58426559501828,query,smartnoise_patectgan,,avg_ppeducat,
9000,1.5,10.517472258471722,query,smartnoise_patectgan,,avg_ppincimp,
9000,1.5,3.3846288745670456,query,smartnoise_patectgan,,avg_q1,
9000,1.5,105.52064274918465,query,smartnoise_patectgan,,avg_q2,
9000,1.5,150.22073012767981,query,smartnoise_patectgan,,avg_q3,
9000,1.5,0.0,query,smartnoise_patectgan,,count_insured,
9000,1.5,0.0,query,smartnoise_patectgan,,count_ppeducat,
9000,1.5,0.0,query,smartnoise_patectgan,,count_ppincimp,
9000,1.5,0.0,query,smartnoise_patectgan,,count_q1,
9000,1.5,0.0,query,smartnoise_patectgan,,count_q2,
9000,1.5,0.0,query,smartnoise_patectgan,,count_q3,
9000,1.5,549.6324542068634,query,smartnoise_patectgan,,histogram_insured,
