query,dataset_size,epsilon,result,tool,time
avg_q2,1000,1.25,1.286208498074047,google_dp,55.527690136878626
avg_q2,1000,1.5,1.1860196603064161,google_dp,64.55957411809288
avg_q2,1000,1.75,0.47431467138946276,google_dp,52.18028118642035
avg_q2,1000,2.0,0.5687759345000538,google_dp,36.35222867494367
avg_q2,1000,2.25,0.5129349563065879,google_dp,52.55464442109
avg_q2,1000,2.5,0.6495298350269153,google_dp,51.356746502831655
avg_q2,1000,2.75,0.43785206630112644,google_dp,33.99629720090777
avg_q2,1000,3.0,0.354103553679429,google_dp,49.29817771584478
avg_q2,2000,0.1,6.339083471851947,google_dp,73.3997989902922
avg_q2,2000,0.25,2.0057759252484613,google_dp,67.20921893780064
avg_q2,2000,0.5,1.0288951549245542,google_dp,89.51001243543232
avg_q2,2000,0.75,0.9683896069624567,google_dp,90.0947078354187
avg_q2,2000,1.0,0.6696171897226713,google_dp,72.75544762155629
avg_q2,2000,1.25,0.629104352540214,google_dp,76.766196148909
avg_q2,2000,1.5,0.7880591854820487,google_dp,71.99258674702713
avg_q2,2000,1.75,0.5024197656205637,google_dp,89.59593193365937
avg_q2,2000,2.0,0.4032717735143747,google_dp,80.5187724835698
avg_q2,2000,2.25,0.26714096652517866,google_dp,68.44376065974032
avg_q2,2000,2.5,0.254434519853725,google_dp,78.571316755216
avg_q2,2000,2.75,0.2520543893739786,google_dp,68.53771438942947
avg_q2,2000,3.0,0.18854325088653895,google_dp,66.67208763719512
avg_q2,3000,0.1,4.304578847233769,google_dp,42.32707622822469
avg_q2,3000,0.25,2.216408042859508,google_dp,26.009670877338596
avg_q2,3000,0.5,1.5749375626971867,google_dp,37.975235469431134
avg_q2,3000,0.75,0.5814121355755112,google_dp,36.812171380591316
avg_q2,3000,1.0,0.45326148840626157,google_dp,26.99081181729102
avg_q2,3000,1.25,0.5615667109451301,google_dp,24.508843672753805
avg_q2,3000,1.5,0.46612834995973984,google_dp,36.43138408492537
avg_q2,3000,1.75,0.1986113762223349,google_dp,25.895039073441083
avg_q2,3000,2.0,0.32277051196402584,google_dp,33.63226125790108
avg_q2,3000,2.25,0.2678717337780019,google_dp,24.689651056967158
avg_q2,3000,2.5,0.09810025853501056,google_dp,37.15316527377087
avg_q2,3000,2.75,0.2362613031741518,google_dp,29.607610783166223
avg_q2,3000,3.0,0.08297030097904931,google_dp,42.09225219479062
avg_q2,4000,0.1,3.397883978190036,google_dp,103.387198767966
avg_q2,4000,0.25,1.339421782110411,google_dp,79.46079496666451
avg_q2,4000,0.5,0.583858623300555,google_dp,83.13532432377937
avg_q2,4000,0.75,0.22422522176928414,google_dp,105.87262446734556
avg_q2,4000,1.0,0.265955409306476,google_dp,76.44790700781688
avg_q2,4000,1.25,0.2257275006604274,google_dp,85.82206632193409
avg_q2,4000,1.5,0.3284326486887589,google_dp,99.3773817045861
avg_q2,4000,1.75,0.2069710446392441,google_dp,94.8323015620859
avg_q2,4000,2.0,0.18882383998668612,google_dp,96.71057185754158
avg_q2,4000,2.25,0.14807315312259742,google_dp,102.44950511842295
avg_q2,4000,2.5,0.10164677220132841,google_dp,93.26784540502315
avg_q2,4000,2.75,0.10657273578689615,google_dp,99.57762324738918
avg_q2,4000,3.0,0.07089990093948444,google_dp,112.28744521039467
avg_q2,5000,0.1,2.998274085541187,google_dp,81.39339690918551
avg_q2,5000,0.25,0.8061184469499568,google_dp,69.49168411824192
avg_q2,5000,0.5,0.5593431032432195,google_dp,94.75874154068482
avg_q2,5000,0.75,0.3555435680886948,google_dp,81.56585775860557
avg_q2,5000,1.0,0.2013683327908014,google_dp,80.6195579112414
avg_q2,5000,1.25,0.387161299523304,google_dp,96.8765044395243
avg_q2,5000,1.5,0.10277655108126683,google_dp,118.32114712639475
avg_q2,5000,1.75,0.1474567232522619,google_dp,93.83801363843321
avg_q2,5000,2.0,0.12242744534943738,google_dp,103.95057867260743
avg_q2,5000,2.25,0.13086040326564724,google_dp,77.14335729092487
avg_q2,5000,2.5,0.14949428415634108,google_dp,63.16920811752424
avg_q2,5000,2.75,0.07744280659518599,google_dp,81.22047742091567
avg_q2,5000,3.0,0.05397237637182567,google_dp,93.63163908543814
avg_q2,6000,0.1,1.4172029876766334,google_dp,807.2293728159151
avg_q2,6000,0.25,1.2068794760321473,google_dp,847.0242506193058
avg_q2,6000,0.5,0.32261171897698976,google_dp,767.087255300017
avg_q2,6000,0.75,0.31433396063206925,google_dp,58.05936816146039
avg_q2,6000,1.0,0.2448682312995297,google_dp,61.886060927726035
avg_q2,6000,1.25,0.13893508618656344,google_dp,54.4647246152043
avg_q2,6000,1.5,0.12716132441449585,google_dp,67.30625708092147
avg_q2,6000,1.75,0.11653367875281406,google_dp,57.353706509304814
avg_q2,6000,2.0,0.08812710431734054,google_dp,52.14494930513632
avg_q2,6000,2.25,0.082820785846175,google_dp,67.67423121339904
avg_q2,6000,2.5,0.06009748967396687,google_dp,58.41860145890961
avg_q2,6000,2.75,0.12830748640282266,google_dp,60.91921311880433
avg_q2,6000,3.0,0.0641006073911553,google_dp,49.198793403091166
avg_q2,7000,0.1,2.457525157796577,google_dp,66.32323573844538
avg_q2,7000,0.25,0.37460353105313543,google_dp,59.61811206656045
avg_q2,7000,0.5,0.3360825571462007,google_dp,58.657646629912364
avg_q2,7000,0.75,0.166519212922938,google_dp,54.01634224759101
avg_q2,7000,1.0,0.0979674551607282,google_dp,61.178854104580815
avg_q2,7000,1.25,0.10181986160357574,google_dp,65.6098716936537
avg_q2,7000,1.5,0.13159322864317405,google_dp,63.42246454797029
avg_q2,7000,1.75,0.09994045724692265,google_dp,63.6385573377394
avg_q2,7000,2.0,0.09830262382525608,google_dp,59.93626349359672
avg_q2,7000,2.25,0.048954718992655626,google_dp,60.836975220669075
avg_q2,7000,2.5,0.08743680876344594,google_dp,62.29506745374742
avg_q2,7000,2.75,0.11827212937387888,google_dp,51.35750795481948
avg_q2,7000,3.0,0.049765956588576,google_dp,63.031943816078176
avg_q2,8000,0.1,1.1963373411066536,google_dp,212.76910065501986
avg_q2,8000,0.25,0.9382511592244821,google_dp,232.20372493467534
avg_q2,8000,0.5,0.15204073460416143,google_dp,217.7848732263199
avg_q2,8000,0.75,0.22499238905993568,google_dp,221.5952412926457
avg_q2,8000,1.0,0.1554419512357321,google_dp,193.6657298552677
avg_q2,8000,1.25,0.10207724444309149,google_dp,232.33086873862564
avg_q2,8000,1.5,0.09169752435661546,google_dp,207.09020913591328
avg_q2,8000,1.75,0.08574629130079578,google_dp,225.07119887152675
avg_q2,8000,2.0,0.07753078375267264,google_dp,235.47323314101317
avg_q2,8000,2.25,0.06979236278029846,google_dp,232.62726474817885
avg_q2,8000,2.5,0.049348597629732247,google_dp,245.83119417811088
avg_q2,8000,2.75,0.060751508714853394,google_dp,219.84219629409637
avg_q2,8000,3.0,0.08767462606296715,google_dp,231.90676997560038
avg_q2,8500,0.1,1.437275589142187,google_dp,228.41070663382698
avg_q2,8500,0.25,0.42674941514118964,google_dp,211.77540330474505
avg_q2,8500,0.5,0.1770281842848538,google_dp,202.8616204499569
avg_q2,8500,0.75,0.20281001342499658,google_dp,208.33047742155463
avg_q2,8500,1.0,0.1526234668519678,google_dp,200.20808767171218
avg_q2,8500,1.25,0.1717218551168705,google_dp,211.73806356464948
avg_q2,8500,1.5,0.07407899075996392,google_dp,219.24158878728952
avg_q2,8500,1.75,0.0979502140377966,google_dp,201.95104514287232
avg_q2,8500,2.0,0.051482980788636334,google_dp,200.8196122145109
avg_q2,8500,2.25,0.07863324787358875,google_dp,208.0987265153466
avg_q2,8500,2.5,0.06581452023569563,google_dp,226.31319620736213
avg_q2,8500,2.75,0.06058954005259195,google_dp,211.93547176446512
avg_q2,8500,3.0,0.07145030045768196,google_dp,208.72305722507778
avg_q3,1000,0.1,25.3671910184904,google_dp,62.82954400717418
avg_q3,1000,0.25,7.597792871839629,google_dp,67.4001698503908
avg_q3,1000,0.5,3.484212975437063,google_dp,66.19232377863116
avg_q3,1000,0.75,1.8446985439616932,google_dp,68.4631831701558
avg_q3,1000,1.0,1.0564150624962707,google_dp,67.00031933570202
avg_q3,1000,1.25,0.97391513533574,google_dp,70.11724500320813
avg_q3,1000,1.5,0.6465687794521627,google_dp,62.277957641512714
avg_q3,1000,1.75,0.8386177451937773,google_dp,65.77182232584224
avg_q3,1000,2.0,0.983969664901659,google_dp,71.78289960249184
avg_q3,1000,2.25,0.5651258690210197,google_dp,78.25828489975703
avg_q3,1000,2.5,0.48922495693169654,google_dp,77.11876596420078
avg_q3,1000,2.75,0.3888824112969489,google_dp,81.29356407020268
avg_q3,1000,3.0,0.5470090170945705,google_dp,65.42994745221115
avg_q3,2000,0.1,7.982633397246802,google_dp,69.39522964457645
avg_q3,2000,0.25,3.046732969080924,google_dp,70.55897328633864
avg_q3,2000,0.5,1.3637234058077137,google_dp,74.13436024115636
avg_q3,2000,0.75,1.3065208776382726,google_dp,78.140329829432
avg_q3,2000,1.0,0.7975236984456056,google_dp,70.41931499142518
avg_q3,2000,1.25,0.4773690000019215,google_dp,64.4068884712815
avg_q3,2000,1.5,0.3597846496042597,google_dp,74.28783044843522
avg_q3,2000,1.75,0.43109674330912234,google_dp,81.1410221048196
avg_q3,2000,2.0,0.2957555842663426,google_dp,69.47123843003769
avg_q3,2000,2.25,0.35025778046104794,google_dp,74.46012033133172
avg_q3,2000,2.5,0.21057524261560265,google_dp,57.90212019605841
avg_q3,2000,2.75,0.2680827571914216,google_dp,58.341318853241745
avg_q3,2000,3.0,0.1998499559306824,google_dp,78.3009194367955
avg_q3,3000,0.1,8.742319508163398,google_dp,169.0262439445128
avg_q3,3000,0.25,1.8923810888134687,google_dp,148.33539270752735
avg_q3,3000,0.5,1.1267793589767414,google_dp,160.81354566522933
avg_q3,3000,0.75,0.6908280895812734,google_dp,175.5912639676954
avg_q3,3000,1.0,0.4678236176323313,google_dp,171.55273536906682
avg_q3,3000,1.25,0.5995827584450707,google_dp,160.70653201625166
avg_q3,3000,1.5,0.231075564814613,google_dp,168.8649578881867
avg_q3,3000,1.75,0.30185697647848947,google_dp,167.6056307427425
avg_q3,3000,2.0,0.2022113106483077,google_dp,190.0080974321278
avg_q3,3000,2.25,0.32217347523938944,google_dp,141.95728082137296
avg_q3,3000,2.5,0.22643971214655867,google_dp,149.1768661967768
avg_q3,3000,2.75,0.2287948513280066,google_dp,139.79568162135948
avg_q3,3000,3.0,0.24927409483748458,google_dp,153.9132855138234
avg_q3,4000,0.1,3.9092679427241595,google_dp,63.560439080758066
avg_q3,4000,0.25,1.3961564140606044,google_dp,67.4049650202425
avg_q3,4000,0.5,0.5949505403724095,google_dp,68.25719252642574
avg_q3,4000,0.75,0.46828617458880134,google_dp,67.12636215724895
avg_q3,4000,1.0,0.4724152061741287,google_dp,88.09374513848965
avg_q3,4000,1.25,0.3611285076384667,google_dp,67.88915204441454
avg_q3,4000,1.5,0.38569608857238635,google_dp,60.44563249286844
avg_q3,4000,1.75,0.3082657134369342,google_dp,69.07613895575254
avg_q3,4000,2.0,0.1986923205483812,google_dp,57.67965631383626
avg_q3,4000,2.25,0.12286025816764595,google_dp,85.95305977308523
avg_q3,4000,2.5,0.10837426721739629,google_dp,64.59793201397349
avg_q3,4000,2.75,0.0848204026105452,google_dp,53.98826922465256
avg_q3,4000,3.0,0.11823661306551686,google_dp,62.07692027044087
avg_q3,5000,0.1,1.8651628235702937,google_dp,49.41503863545324
avg_q3,5000,0.25,1.3708491948323358,google_dp,51.4031943581333
avg_q3,5000,0.5,0.6816157893539937,google_dp,55.40471426517733
avg_q3,5000,0.75,0.4682366987434856,google_dp,51.11425708614728
avg_q3,5000,1.0,0.20211488480732648,google_dp,54.86199273996425
avg_q3,5000,1.25,0.16971434404842073,google_dp,54.50475459013374
avg_q3,5000,1.5,0.09291730720891825,google_dp,55.24546936206847
avg_q3,5000,1.75,0.23429321272779988,google_dp,47.5077339166164
avg_q3,5000,2.0,0.1296400985513283,google_dp,47.07526302439648
avg_q3,5000,2.25,0.1640596608863567,google_dp,47.46658263920755
avg_q3,5000,2.5,0.1371813042075452,google_dp,45.711937684921914
avg_q3,5000,2.75,0.07774641269270038,google_dp,45.459321454111915
avg_q3,5000,3.0,0.10668062273674005,google_dp,36.92898218125089
avg_q3,6000,0.1,2.1203586157199807,google_dp,54.875603336289736
avg_q3,6000,0.25,0.8145297865500984,google_dp,53.8577654948491
avg_q3,6000,0.5,0.33350976679820715,google_dp,60.45042857785864
avg_q3,6000,0.75,0.28095133476272033,google_dp,54.24000292615842
avg_q3,6000,1.0,0.2684403351463167,google_dp,49.89391198828458
avg_q3,6000,1.25,0.19003858422691397,google_dp,43.05431459139524
avg_q3,6000,1.5,0.14604684997567227,google_dp,55.54850828805851
avg_q3,6000,1.75,0.13215287395468533,google_dp,55.98647565315271
avg_q3,6000,2.0,0.12459203154124064,google_dp,37.86154695358294
avg_q3,6000,2.25,0.11016953302973283,google_dp,29.849091086861616
avg_q3,6000,2.5,0.16084290219577116,google_dp,34.831096832763016
avg_q3,6000,2.75,0.1353869243026036,google_dp,34.35740025921056
avg_q3,6000,3.0,0.06036365186239426,google_dp,50.002709579276036
avg_q3,7000,0.1,1.3932214704438604,google_dp,23.707854808979796
avg_q3,7000,0.25,0.4947751450041298,google_dp,69.1955628117643
avg_q3,7000,0.5,0.4877890227388752,google_dp,177.71351284866626
avg_q3,7000,0.75,0.3065911529603716,google_dp,155.90959713304198
avg_q3,7000,1.0,0.12801565716584487,google_dp,178.37494719701706
avg_q3,7000,1.25,0.1873164777308543,google_dp,160.1291523266219
avg_q3,7000,1.5,0.13151176358815053,google_dp,178.68219972797883
avg_q3,7000,1.75,0.09988518950318713,google_dp,154.42892273436215
avg_q3,7000,2.0,0.09193830702427822,google_dp,171.05454378454493
avg_q3,7000,2.25,0.08652973220589846,google_dp,168.83960270029405
avg_q3,7000,2.5,0.07432493386254037,google_dp,154.73354670141276
avg_q3,7000,2.75,0.051455203129245654,google_dp,174.08602780414134
avg_q3,7000,3.0,0.046692631461446046,google_dp,170.62279328861788
avg_q3,8000,0.1,1.2287356941718717,google_dp,59.51885782501992
avg_q3,8000,0.25,0.5678952494071503,google_dp,67.09336126940677
avg_q3,8000,0.5,0.20854121729656852,google_dp,69.36426836616775
avg_q3,8000,0.75,0.31025041439137274,google_dp,77.73109085402446
avg_q3,8000,1.0,0.10065784416180268,google_dp,71.47598624848726
avg_q3,8000,1.25,0.12114453795961157,google_dp,66.64673098571672
avg_q3,8000,1.5,0.10746849841518658,google_dp,61.09271814235988
avg_q3,8000,1.75,0.09287679127898313,google_dp,56.9944904486421
avg_q3,8000,2.0,0.0894335195498604,google_dp,56.505358131045604
avg_q3,8000,2.25,0.10175836089413555,google_dp,53.90552446543534
avg_q3,8000,2.5,0.07603824574861269,google_dp,60.11208134015267
avg_q3,8000,2.75,0.0440505831754051,google_dp,51.95561048126856
avg_q3,8000,3.0,0.08926926149403971,google_dp,63.08982897663517
avg_q3,8500,0.1,1.332615799505249,google_dp,57.24116607890388
avg_q3,8500,0.25,0.45058871483004953,google_dp,58.138220360800204
avg_q3,8500,0.5,0.18206780649196447,google_dp,66.11282741690849
avg_q3,8500,0.75,0.14303873868123398,google_dp,64.92666208145215
avg_q3,8500,1.0,0.1635436116901154,google_dp,59.3021919367273
avg_q3,8500,1.25,0.06660938817698699,google_dp,65.33697421739272
avg_q3,8500,1.5,0.11666909684840981,google_dp,40.65090821518799
avg_q3,8500,1.75,0.07962078402448423,google_dp,63.7791284723343
avg_q3,8500,2.0,0.08761368747969381,google_dp,51.72901046231886
avg_q3,8500,2.25,0.061677544414912584,google_dp,60.21492553416341
avg_q3,8500,2.5,0.04352069585749475,google_dp,60.31270923986936
avg_q3,8500,2.75,0.05805251647569405,google_dp,53.23248534593229
avg_q3,8500,3.0,0.062115030652626274,google_dp,65.46227345953918
count_famsize,1000,0.1,1.1331372379372235,google_dp,73.42129170904006
count_famsize,1000,0.25,0.6316644678941502,google_dp,59.720242229540865
count_famsize,1000,0.5,0.24698178070456941,google_dp,76.52166074995712
count_famsize,1000,0.75,0.151657508881031,google_dp,102.49467460924959
count_famsize,1000,1.0,0.12247448713915891,google_dp,80.2034323275001
count_famsize,1000,1.25,0.1,google_dp,91.05137716185048
count_famsize,1000,1.5,0.08366600265340754,google_dp,63.03269502099088
count_famsize,1000,1.75,0.07071067811865475,google_dp,83.8410373948247
count_famsize,1000,2.0,0.08944271909999159,google_dp,59.13181508041882
count_famsize,1000,2.25,0.07745966692414834,google_dp,72.78109274022052
count_famsize,1000,2.5,0.044721359549995794,google_dp,91.16753875875587
count_famsize,1000,2.75,0.044721359549995794,google_dp,68.1125966464437
count_famsize,1000,3.0,0.03162277660168379,google_dp,84.27652205019115
count_famsize,2000,0.1,0.40496913462633166,google_dp,195.52915099611238
count_famsize,2000,0.25,0.18907670401189036,google_dp,155.31915768085562
count_famsize,2000,0.5,0.07905694150420949,google_dp,164.40565350210204
count_famsize,2000,0.75,0.07905694150420949,google_dp,145.80444171051582
count_famsize,2000,1.0,0.07071067811865477,google_dp,167.4937845263367
count_famsize,2000,1.25,0.06324555320336758,google_dp,163.19364623456434
count_famsize,2000,1.5,0.04183300132670378,google_dp,170.27761388190447
count_famsize,2000,1.75,0.03162277660168379,google_dp,155.3406370829273
count_famsize,2000,2.0,0.027386127875258306,google_dp,162.5415740964491
count_famsize,2000,2.25,0.06123724356957945,google_dp,152.57063555044206
count_famsize,2000,2.5,0.044721359549995794,google_dp,170.23245603691714
count_famsize,2000,2.75,0.035355339059327376,google_dp,181.90246893139368
count_famsize,2000,3.0,0.022360679774997897,google_dp,167.4327841637459
count_famsize,3000,0.1,0.4454710365943497,google_dp,233.91927298798566
count_famsize,3000,0.25,0.3139355914125628,google_dp,253.22478503676837
count_famsize,3000,0.5,0.11254628677422757,google_dp,279.8296646732436
count_famsize,3000,0.75,0.08432740427115677,google_dp,256.55365081867194
count_famsize,3000,1.0,0.03496029493900505,google_dp,268.9739838742906
count_famsize,3000,1.25,0.023570226039551584,google_dp,276.74862170012597
count_famsize,3000,1.5,0.0380058475033046,google_dp,244.2698361696678
count_famsize,3000,1.75,0.018257418583505537,google_dp,262.15013127459804
count_famsize,3000,2.0,0.018257418583505537,google_dp,225.4123193748701
count_famsize,3000,2.25,0.018257418583505537,google_dp,242.4379654725346
count_famsize,3000,2.5,0.018257418583505537,google_dp,243.92182514849864
count_famsize,3000,2.75,0.027888667551135855,google_dp,244.52539600521064
count_famsize,3000,3.0,0.010540925533894597,google_dp,207.77464640856692
count_famsize,4000,0.1,0.35204758201129577,google_dp,173.28559041454585
count_famsize,4000,0.25,0.08215838362577492,google_dp,162.649986760439
count_famsize,4000,0.5,0.06274950199005566,google_dp,157.4350067281032
count_famsize,4000,0.75,0.05062114182829146,google_dp,160.5397049573077
count_famsize,4000,1.0,0.04031128874149275,google_dp,166.05845325264173
count_famsize,4000,1.25,0.015811388300841896,google_dp,138.81800841339393
count_famsize,4000,1.5,0.017677669529663688,google_dp,173.02327445493734
count_famsize,4000,1.75,0.02622022120425379,google_dp,143.4782215945479
count_famsize,4000,2.0,0.017677669529663688,google_dp,171.2521520257597
count_famsize,4000,2.25,0.013693063937629153,google_dp,142.2513908419155
count_famsize,4000,2.5,0.007905694150420948,google_dp,175.80990957192597
count_famsize,4000,2.75,0.013693063937629153,google_dp,169.4403940189934
count_famsize,4000,3.0,0.011180339887498949,google_dp,163.3380556782751
count_famsize,5000,0.1,0.44231210700137974,google_dp,121.11235544720222
count_famsize,5000,0.25,0.1316054710108968,google_dp,94.72819941735033
count_famsize,5000,0.5,0.0433589667773576,google_dp,103.23338628992786
count_famsize,5000,0.75,0.03577708763999663,google_dp,108.81787453879892
count_famsize,5000,1.0,0.019999999999999997,google_dp,109.49090676210334
count_famsize,5000,1.25,0.01549193338482967,google_dp,123.12730931241545
count_famsize,5000,1.5,0.02529822128134703,google_dp,95.07340268856619
count_famsize,5000,1.75,0.01414213562373095,google_dp,83.07006757397495
count_famsize,5000,2.0,0.010954451150103323,google_dp,109.56326785173837
count_famsize,5000,2.25,0.010954451150103323,google_dp,106.6596622600763
count_famsize,5000,2.5,0.012649110640673518,google_dp,102.23310188052483
count_famsize,5000,2.75,0.0,google_dp,113.04413314485544
count_famsize,5000,3.0,0.006324555320336759,google_dp,101.36299750103099
count_famsize,6000,0.1,0.14615440845595837,google_dp,65.94482286858604
count_famsize,6000,0.25,0.06324555320336758,google_dp,72.10971037493961
count_famsize,6000,0.5,0.034156502553198666,google_dp,58.845263783512635
count_famsize,6000,0.75,0.018257418583505537,google_dp,53.81507087325601
count_famsize,6000,1.0,0.01972026594366539,google_dp,91.47106250935417
count_famsize,6000,1.25,0.016666666666666666,google_dp,61.40864906565812
count_famsize,6000,1.5,0.009128709291752768,google_dp,57.022282745357
count_famsize,6000,1.75,0.007453559924999299,google_dp,64.14691231190878
count_famsize,6000,2.0,0.012909944487358055,google_dp,77.72402656793645
count_famsize,6000,2.25,0.013944333775567927,google_dp,71.42818829598608
count_famsize,6000,2.5,0.005270462766947298,google_dp,76.62855584701387
count_famsize,6000,2.75,0.0,google_dp,67.06833319730174
count_famsize,6000,3.0,0.007453559924999299,google_dp,56.29820048538626
count_famsize,7000,0.1,0.09752027523357722,google_dp,164.23235644115564
count_famsize,7000,0.25,0.06593131862408187,google_dp,179.72546608529035
count_famsize,7000,0.5,0.041403933560541256,google_dp,182.26719553594575
count_famsize,7000,0.75,0.024743582965269677,google_dp,179.72003603541984
count_famsize,7000,1.0,0.014285714285714287,google_dp,155.3863697196347
count_famsize,7000,1.25,0.007824607964359517,google_dp,179.85959080941635
count_famsize,7000,1.5,0.019691498217271747,google_dp,153.82574395376187
count_famsize,7000,1.75,0.012777531299998798,google_dp,145.14638672527101
count_famsize,7000,2.0,0.01355261854357877,google_dp,172.59399619454405
count_famsize,7000,2.25,0.007824607964359517,google_dp,173.89434523997758
count_famsize,7000,2.5,0.006388765649999399,google_dp,181.28303823545863
count_famsize,7000,2.75,0.0,google_dp,158.11970857539902
count_famsize,7000,3.0,0.006388765649999399,google_dp,167.6558560261819
count_famsize,8000,0.1,0.25920551691659655,google_dp,305.0050666680618
count_famsize,8000,0.25,0.04677071733467427,google_dp,301.5358795589324
count_famsize,8000,0.5,0.032834813841409245,google_dp,275.0428442130323
count_famsize,8000,0.75,0.021650635094610966,google_dp,288.0253062411188
count_famsize,8000,1.0,0.010458250331675944,google_dp,302.05928248012714
count_famsize,8000,1.25,0.01976423537605237,google_dp,295.1203467221211
count_famsize,8000,1.5,0.009682458365518542,google_dp,295.3553485817574
count_famsize,8000,1.75,0.005590169943749474,google_dp,307.66189053420317
count_famsize,8000,2.0,0.007905694150420948,google_dp,317.1228851560556
count_famsize,8000,2.25,0.003952847075210474,google_dp,256.48795978030796
count_famsize,8000,2.5,0.006846531968814577,google_dp,303.59363322047477
count_famsize,8000,2.75,0.008838834764831844,google_dp,265.49290169162464
count_famsize,8000,3.0,0.003952847075210474,google_dp,310.6685829745001
count_famsize,8500,0.1,0.14872002911115748,google_dp,96.00951637209506
count_famsize,8500,0.25,0.08302248830295222,google_dp,106.17581031716898
count_famsize,8500,0.5,0.03156801850587938,google_dp,96.06039484170029
count_famsize,8500,0.75,0.027084386901697267,google_dp,78.26098636242392
count_famsize,8500,1.0,0.013413828530578093,google_dp,87.2183471189388
count_famsize,8500,1.25,0.011764705882352941,google_dp,115.67954997996983
count_famsize,8500,1.5,0.014881306636086491,google_dp,94.42246524734999
count_famsize,8500,1.75,0.010522672835293128,google_dp,81.2623813922713
count_famsize,8500,2.0,0.010522672835293128,google_dp,100.15900061653464
count_famsize,8500,2.25,0.005261336417646564,google_dp,86.24401396747345
count_famsize,8500,2.5,0.007440653318043246,google_dp,97.78874537185267
count_famsize,8500,2.75,0.005261336417646564,google_dp,96.16845092702646
count_famsize,8500,3.0,0.005261336417646564,google_dp,94.76274025418041
count_insured,1000,0.1,0.8831760866327847,google_dp,109.06397294624898
count_insured,1000,0.25,0.592452529743945,google_dp,99.59727377349026
count_insured,1000,0.5,0.4370354676682432,google_dp,109.66325636976497
count_insured,1000,0.75,0.21447610589527213,google_dp,101.33284887860174
count_insured,1000,1.0,0.2720294101747089,google_dp,89.83104885353256
count_insured,1000,1.25,0.1264911064067352,google_dp,93.06495074539176
count_insured,1000,1.5,0.12247448713915891,google_dp,76.07333597374043
count_insured,1000,1.75,0.044721359549995794,google_dp,80.377154689181
count_insured,1000,2.0,0.07071067811865475,google_dp,85.8952540813691
count_insured,1000,2.25,0.06324555320336758,google_dp,87.6926083399725
count_insured,1000,2.5,0.03162277660168379,google_dp,90.8596408965338
count_insured,1000,2.75,0.07745966692414834,google_dp,76.55894475663811
count_insured,1000,3.0,0.044721359549995794,google_dp,80.26019993897997
count_insured,2000,0.1,0.8843076387773657,google_dp,153.79466341716153
count_insured,2000,0.25,0.22912878474779197,google_dp,154.6062098681967
count_insured,2000,0.5,0.10606601717798213,google_dp,150.92299968274418
count_insured,2000,0.75,0.1118033988749895,google_dp,151.98673899851275
count_insured,2000,1.0,0.06892024376045111,google_dp,169.00275787297423
count_insured,2000,1.25,0.07071067811865477,google_dp,166.58223508620668
count_insured,2000,1.5,0.03872983346207417,google_dp,144.91789984146413
count_insured,2000,1.75,0.06324555320336758,google_dp,149.73464023985684
count_insured,2000,2.0,0.022360679774997897,google_dp,152.80364759401363
count_insured,2000,2.25,0.035355339059327376,google_dp,148.7589385439203
count_insured,2000,2.5,0.015811388300841896,google_dp,152.47062771010442
count_insured,2000,2.75,0.0,google_dp,127.60503440695817
count_insured,2000,3.0,0.0,google_dp,148.24391152006228
count_insured,3000,0.1,0.4222953153106643,google_dp,134.20077467506826
count_insured,3000,0.25,0.20976176963403032,google_dp,128.46403045836442
count_insured,3000,0.5,0.09189365834726815,google_dp,128.7346079523072
count_insured,3000,0.75,0.05270462766947298,google_dp,127.71621655689538
count_insured,3000,1.0,0.0316227766016838,google_dp,113.18108689975284
count_insured,3000,1.25,0.03333333333333334,google_dp,123.3826389742405
count_insured,3000,1.5,0.03651483716701107,google_dp,103.15304675899904
count_insured,3000,1.75,0.023570226039551584,google_dp,145.67129849013995
count_insured,3000,2.0,0.023570226039551584,google_dp,151.16284042230947
count_insured,3000,2.25,0.018257418583505537,google_dp,142.19135562810482
count_insured,3000,2.5,0.014907119849998597,google_dp,141.79086977876463
count_insured,3000,2.75,0.014907119849998597,google_dp,134.7891137152968
count_insured,3000,3.0,0.014907119849998597,google_dp,147.96008519779153
count_insured,4000,0.1,0.4388906469725688,google_dp,107.47455467600733
count_insured,4000,0.25,0.16027320424824607,google_dp,109.24307320470152
count_insured,4000,0.5,0.0670820393249937,google_dp,116.1626730505107
count_insured,4000,0.75,0.05123475382979799,google_dp,93.19941007972189
count_insured,4000,1.0,0.06661456297237113,google_dp,96.3177895309509
count_insured,4000,1.25,0.02091650066335189,google_dp,106.91885884008879
count_insured,4000,1.5,0.02958039891549808,google_dp,107.82547047357829
count_insured,4000,1.75,0.025,google_dp,109.02377121674446
count_insured,4000,2.0,0.020916500663351885,google_dp,113.74565465127544
count_insured,4000,2.25,0.019364916731037084,google_dp,114.76934733181523
count_insured,4000,2.5,0.013693063937629153,google_dp,112.30494647123794
count_insured,4000,2.75,0.0,google_dp,103.77878050903591
count_insured,4000,3.0,0.011180339887498949,google_dp,115.05210063689279
count_insured,5000,0.1,0.36611473611424056,google_dp,15.456325811473429
count_insured,5000,0.25,0.0792464510246358,google_dp,15.248240884319364
count_insured,5000,0.5,0.066332495807108,google_dp,25.560238758946614
count_insured,5000,0.75,0.03741657386773942,google_dp,13.800013777110735
count_insured,5000,1.0,0.04816637831516918,google_dp,24.14075961367639
